,CART Obj,CART Runtime,Initial Root Relaxation - Obj,Initial Root Relaxation - Time,Initial Root Relaxation - Work,Presolve Relaxation - Obj,Presolve Relaxation - Time,Presolve Relaxation - Work,Final Root Relaxation - Obj,Final Root Relaxation - Time,Final Root Relaxation - Work,Model,Begin Opt Time,Dataset,Encoding,Buckets,|F|,|F^C|,|F^N|,|F^B|,|K|,Model Status,Objective,Bound,Gap,Solve Time,Node Count,Fingerprint,Memory Usage,Warmstart,Polish Warmstart,Results Directory,Compare Relaxations,depth,lambda,job id,TimeLimit,Threads,MIPGap,MIPFocus,Heuristics,NodeMethod,Method,Seed,PBS Memory Usage,PBS Walltime,PBS CPUtime
0,288,0.070476294,407,,,,,,,,,FlowRegOCT,21/07/2025 15:37,balance-scale,,,4,4,0,20,3,2,0.1608,0.1608,0,1.112101793,1,-1970766213,0.027030632,TRUE,TRUE,Baseline,FALSE,1,0.3,0,3600,1,0,0,0.05,-1,-1,0,0.094184,35,4
1,202,0.003566742,0.9709747,0.31,0.01,0.969169675,0.651322842,0.215249556,0.911407942,1.537741899,1.5124695,FlowRegOCT,21/07/2025 15:37,breast-cancer,,,9,9,0,38,2,2,0.716462094,0.716462094,0,1.786523819,43,1312945676,0.034925736,TRUE,TRUE,Baseline,FALSE,1,0.01,79,3600,1,0,0,0.05,-1,-1,0,0.116668,6,4
2,196,0.003204107,0.8709747,0.32,0.03,0.870974729,0.748809099,0.290761794,0.800788805,1.486355066,1.514706405,FlowRegOCT,21/07/2025 15:37,breast-cancer,,,9,9,0,38,2,2,0.647581227,0.647581227,0,1.936178207,134,1567992127,0.028222392,TRUE,TRUE,Baseline,FALSE,1,0.06,76,3600,1,0,0,0.05,-1,-1,0,0.118252,6,4
3,202,0.003535509,0.9749747,0.31,0.01,0.973169675,0.651360035,0.215249556,0.915407942,1.535126925,1.5124695,FlowRegOCT,21/07/2025 15:37,breast-cancer,,,9,9,0,38,2,2,0.720462094,0.720462094,0,1.786563873,43,1532260877,0.034921776,TRUE,TRUE,Baseline,FALSE,1,0.008,80,3600,1,0,0,0.05,-1,-1,0,0.1164,6,4
4,202,0.003498554,0.9789747,0.31,0.01,0.977169675,0.651365042,0.215193784,0.919407942,1.53498888,1.512413728,FlowRegOCT,21/07/2025 15:37,breast-cancer,,,9,9,0,38,2,2,0.724462094,0.724462094,0,1.78656888,43,-1080570641,0.034920712,TRUE,TRUE,Baseline,FALSE,1,0.006,81,3600,1,0,0,0.05,-1,-1,0,0.120808,6,4
5,196,0.003166437,0.9109747,0.31,0.02,0.910974729,0.748209,0.284164303,0.883313441,1.416498899,1.019572751,FlowRegOCT,21/07/2025 15:37,breast-cancer,,,9,9,0,38,2,2,0.667581227,0.667581227,0,1.883428097,162,-613910696,0.028762896,TRUE,TRUE,Baseline,FALSE,1,0.04,77,3600,1,0,0,0.05,-1,-1,0,0.119124,6,4
6,202,0.003402233,0.9829747,0.31,0.01,0.981169675,0.650551081,0.215193784,0.923407942,1.536316872,1.512413728,FlowRegOCT,21/07/2025 15:37,breast-cancer,,,9,9,0,38,2,2,0.728462094,0.728462094,0,1.785754919,43,1329383838,0.034921704,TRUE,TRUE,Baseline,FALSE,1,0.004,82,3600,1,0,0,0.05,-1,-1,0,0.117644,6,4
7,202,0.003514528,0.9509747,0.31,0.01,0.949169675,0.649935007,0.215346175,0.891407942,1.538213015,1.512566119,FlowRegOCT,21/07/2025 15:37,breast-cancer,,,9,9,0,38,2,2,0.696462094,0.696462094,0,1.785151005,43,-351262875,0.034921128,TRUE,TRUE,Baseline,FALSE,1,0.02,78,3600,1,0,0,0.05,-1,-1,0,0.124112,6,4
8,196,0.00322175,0.8309747,0.32,0.03,0.830974729,0.752347946,0.366847481,0.782755642,1.389698029,1.504840767,FlowRegOCT,21/07/2025 15:37,breast-cancer,,,9,9,0,38,2,2,0.627581227,0.627581227,0,2.151695967,265,355811365,0.030003232,TRUE,TRUE,Baseline,FALSE,1,0.08,75,3600,1,0,0,0.05,-1,-1,0,0.120668,6,4
9,369,0.069350719,0.6568,0.56,0.53,0.6568,1.217218876,0.987684183,0.6456,2.377070904,2.853663098,FlowRegOCT,21/07/2025 15:37,balance-scale,,,4,4,0,20,3,2,0.5864,0.5864,0,2.586318016,21,947286914,0.043384632,TRUE,TRUE,Baseline,FALSE,1,0.002,11,3600,1,0,0,0.05,-1,-1,0,0.133944,36,6
10,369,0.069336414,0.6588,0.57,0.49,0.6588,1.225090027,0.954211523,0.6396,2.579278946,3.483497525,FlowRegOCT,21/07/2025 15:37,balance-scale,,,4,4,0,20,3,2,0.5884,0.5884,0,2.726438046,15,290428280,0.043384568,TRUE,TRUE,Baseline,FALSE,1,0.001,12,3600,1,0,0,0.05,-1,-1,0,0.134376,36,5
11,369,0.069338322,0.6592,0.57,0.49,0.6592,1.225101948,0.954211622,0.64,2.579022884,3.483497623,FlowRegOCT,21/07/2025 15:37,balance-scale,,,4,4,0,20,3,2,0.5888,0.5888,0,2.726427078,15,-1274071315,0.043384552,TRUE,TRUE,Baseline,FALSE,1,0.0008,13,3600,1,0,0,0.05,-1,-1,0,0.133972,36,5
12,196,0.03127408,578,,,,,,,,,FlowRegOCT,21/07/2025 15:37,breast-cancer,,,9,9,0,38,2,2,0.407581227,0.407581227,0,0.490593195,1,-139576807,0.092699008,TRUE,TRUE,Baseline,FALSE,4,0.3,126,3600,1,0,0,0.05,-1,-1,0,0.099664,4,4
13,196,0.032141924,0.5909747,0.18,0.31,0.590974729,2.377866983,3.033855871,0.555585456,3.285516977,4.807882734,FlowRegOCT,21/07/2025 15:37,breast-cancer,,,9,9,0,38,2,2,0.507581227,0.507581227,0,3.354188919,15,94434097,0.1341664,TRUE,TRUE,Baseline,FALSE,4,0.2,127,3600,1,0,0,0.05,-1,-1,0,0.208712,7,7
14,196,0.031745911,0.7909747,0.13,0.23,0.790974729,2.075398922,2.737750064,0.732921423,12.67686486,19.18434453,FlowRegOCT,21/07/2025 15:37,breast-cancer,,,9,9,0,38,2,2,0.607581227,0.607581227,0,17.11838698,210,-1879160232,0.154205592,TRUE,TRUE,Baseline,FALSE,4,0.1,128,3600,1,0,0,0.05,-1,-1,0,0.250852,21,20
15,1210,0.047616959,2370,,,,,,,,,FlowRegOCT,21/07/2025 15:38,car_evaluation,,,6,6,0,19,4,2,0.500231481,0.500231481,0,1.631737947,1,-857617991,0.106439744,TRUE,TRUE,Baseline,FALSE,2,0.2,163,3600,1,0,0,0.05,-1,-1,0,0.197744,7,5
16,1210,0.034831762,0.8268981,0.26,0.42,0.826898148,1.876560926,2.508906158,0.826319444,2.747503996,4.290828828,FlowRegOCT,21/07/2025 15:38,car_evaluation,,,6,6,0,19,4,2,0.680231481,0.680231481,0,3.661077976,37,1382122841,0.14516416,TRUE,TRUE,Baseline,FALSE,1,0.02,150,3600,1,0,0,0.05,-1,-1,0,0.162996,8,6
17,1210,0.034226894,0.7868981,0.2,0.32,0.786898148,1.805954933,2.39060461,0.785162037,3.347508907,5.180499587,FlowRegOCT,21/07/2025 15:38,car_evaluation,,,6,6,0,19,4,2,0.660231481,0.660231481,0,4.16546607,37,-1143848878,0.145164112,TRUE,TRUE,Baseline,FALSE,1,0.04,149,3600,1,0,0,0.05,-1,-1,0,0.1641,8,7
18,196,0.030799866,,,,,,,,,,FlowRegOCT,21/07/2025 15:38,breast-cancer,,,9,9,0,38,2,2,0.407581227,0.407581227,0,0.442982912,0,140922350,0.00813436,TRUE,TRUE,Baseline,FALSE,1,0.3,72,3600,1,0,0,0.05,-1,-1,0,0.095472,61,4
19,196,0.071677923,36,,,,,,,,,FlowRegOCT,21/07/2025 15:38,breast-cancer,,,9,9,0,38,2,2,0.407581227,0.407581227,0,0.784476042,1,703499589,0.027829312,TRUE,TRUE,Baseline,FALSE,2,0.3,90,3600,1,0,0,0.05,-1,-1,0,0.10294,31,4
20,288,0.070843697,803,,,,,,,,,FlowRegOCT,21/07/2025 15:38,balance-scale,,,4,4,0,20,3,2,0.1608,0.1608,0,1.140069008,1,-367811786,0.035460672,TRUE,TRUE,Baseline,FALSE,2,0.3,18,3600,1,0,0,0.05,-1,-1,0,0.139712,61,4
21,1210,0.049558878,486,,,,,,,,,FlowRegOCT,21/07/2025 15:38,car_evaluation,,,6,6,0,19,4,2,0.500231481,0.500231481,0,1.176935911,1,-1963666212,0.14516416,TRUE,TRUE,Baseline,FALSE,1,0.2,145,3600,1,0,0,0.05,-1,-1,0,0.031548,10,4
22,1210,0.045190096,174,,,,,,,,,FlowRegOCT,21/07/2025 15:38,car_evaluation,,,6,6,0,19,4,2,0.400231481,0.400231481,0,1.234675884,1,-251049659,0.168474592,TRUE,TRUE,Baseline,FALSE,1,0.3,144,3600,1,0,0,0.05,-1,-1,0,0.0254,10,4
23,288,0.02749157,2018,,,,,,,,,FlowRegOCT,21/07/2025 15:38,balance-scale,,,4,4,0,20,3,2,0.1608,0.1608,0,1.187696934,1,372654856,0.082271496,TRUE,TRUE,Baseline,FALSE,3,0.3,36,3600,1,0,0,0.05,-1,-1,0,0.10508,62,5
24,1210,0.049084902,1403,,,,,,,,,FlowRegOCT,21/07/2025 15:38,car_evaluation,,,6,6,0,19,4,2,0.400231481,0.400231481,0,1.122933865,1,-483496637,0.106439792,TRUE,TRUE,Baseline,FALSE,2,0.3,162,3600,1,0,0,0.05,-1,-1,0,0.101892,10,4
25,196,0.047742367,0.7909747,0.28,0.03,0.790974729,0.918104172,0.362524186,0.768712395,1.218453169,0.79792813,FlowRegOCT,21/07/2025 15:38,breast-cancer,,,9,9,0,38,2,2,0.607581227,0.607581227,0,1.376759052,47,60940576,0.02446372,TRUE,TRUE,Baseline,FALSE,1,0.1,74,3600,1,0,0,0.05,-1,-1,0,0.121652,41,4
26,288,0.048728943,2049,,,,,,,,,FlowRegOCT,21/07/2025 15:38,balance-scale,,,4,4,0,20,3,2,0.1608,0.1608,0,1.124329805,1,-1623906362,0.17712752,TRUE,TRUE,Baseline,FALSE,4,0.3,54,3600,1,0,0,0.05,-1,-1,0,0.24148,62,6
27,288,0.072971106,1517,,,,,,,,,FlowRegOCT,21/07/2025 15:38,balance-scale,,,4,4,0,20,3,2,0.2608,0.2608,0,2.024270058,1,-423497397,0.035460704,TRUE,TRUE,Baseline,FALSE,2,0.2,19,3600,1,0,0,0.05,-1,-1,0,0.140388,62,5
28,202,0.04886961,0.9907747,0.24,0.01,0.988969675,0.893812895,0.215103355,0.931207942,1.823899031,1.512323299,FlowRegOCT,21/07/2025 15:38,breast-cancer,,,9,9,0,38,2,2,0.736262094,0.736262094,0,2.071604967,43,-1069753303,0.034921496,TRUE,TRUE,Baseline,FALSE,1,0.0001,89,3600,1,0,0,0.05,-1,-1,0,0.120304,32,5
29,202,0.048931837,0.9901747,0.24,0.01,0.988369675,0.89379406,0.215103355,0.930607942,1.853631973,1.512323299,FlowRegOCT,21/07/2025 15:38,breast-cancer,,,9,9,0,38,2,2,0.735662094,0.735662094,0,2.118440151,43,-1110298068,0.034921352,TRUE,TRUE,Baseline,FALSE,1,0.0004,87,3600,1,0,0,0.05,-1,-1,0,0.121348,34,6
30,202,0.049028873,0.9893747,0.24,0.01,0.987569675,0.893795013,0.215103355,0.929807942,1.823861122,1.512323299,FlowRegOCT,21/07/2025 15:38,breast-cancer,,,9,9,0,38,2,2,0.734862094,0.734862094,0,2.071470976,43,-311957046,0.034921288,TRUE,TRUE,Baseline,FALSE,1,0.0008,85,3600,1,0,0,0.05,-1,-1,0,0.121468,34,5
31,202,0.048997879,0.9905747,0.24,0.01,0.988769675,0.89379096,0.215103355,0.931007942,1.853678942,1.512323299,FlowRegOCT,21/07/2025 15:38,breast-cancer,,,9,9,0,38,2,2,0.736062094,0.736062094,0,2.120203972,43,2018431960,0.03492124,TRUE,TRUE,Baseline,FALSE,1,0.0002,88,3600,1,0,0,0.05,-1,-1,0,0.120524,33,6
32,202,0.048942327,0.9889747,0.24,0.01,0.987169675,0.893790007,0.215103355,0.929407942,1.835566998,1.512323299,FlowRegOCT,21/07/2025 15:38,breast-cancer,,,9,9,0,38,2,2,0.734462094,0.734462094,0,2.082458973,43,-1563494920,0.034921944,TRUE,TRUE,Baseline,FALSE,1,0.001,84,3600,1,0,0,0.05,-1,-1,0,0.122148,34,5
33,202,0.048877239,0.9869747,0.24,0.01,0.985169675,0.893756151,0.215103355,0.927407942,1.823863029,1.512323299,FlowRegOCT,21/07/2025 15:38,breast-cancer,,,9,9,0,38,2,2,0.732462094,0.732462094,0,2.070310116,43,-1341699450,0.034922848,TRUE,TRUE,Baseline,FALSE,1,0.002,83,3600,1,0,0,0.05,-1,-1,0,0.120972,34,5
34,202,0.049268246,0.9897747,0.24,0.01,0.987969675,0.893795013,0.215103355,0.930207942,1.854402065,1.512323299,FlowRegOCT,21/07/2025 15:38,breast-cancer,,,9,9,0,38,2,2,0.735262094,0.735262094,0,2.117208004,43,-1112867347,0.034921608,TRUE,TRUE,Baseline,FALSE,1,0.0006,86,3600,1,0,0,0.05,-1,-1,0,0.123024,34,6
35,196,0.00697422,0.5909747,0.14,0.02,0.590974729,1.166632891,0.288482406,0.569208648,2.109558105,0.91881451,FlowRegOCT,21/07/2025 15:38,breast-cancer,,,9,9,0,38,2,2,0.507581227,0.507581227,0,2.534072876,59,-1502044837,0.02474132,TRUE,TRUE,Baseline,FALSE,1,0.2,73,3600,1,0,0,0.05,-1,-1,0,0.094896,42,4
36,369,0.051989555,0.4608,0.36,0.51,0.4608,1.240062952,1.050170969,0.44,2.612700939,3.400739233,FlowRegOCT,21/07/2025 15:38,balance-scale,,,4,4,0,20,3,2,0.3904,0.3904,0,2.754319906,19,-95130389,0.044498664,TRUE,TRUE,Baseline,FALSE,1,0.1,2,3600,1,0,0,0.05,-1,-1,0,0.132756,64,6
37,369,0.050045967,0.6448,0.34,0.53,0.6448,1.232944012,1.008171662,0.6272,2.552265167,3.089093454,FlowRegOCT,21/07/2025 15:38,balance-scale,,,4,4,0,20,3,2,0.5744,0.5744,0,2.686778069,15,621074133,0.043478776,TRUE,TRUE,Baseline,FALSE,1,0.008,8,3600,1,0,0,0.05,-1,-1,0,0.133016,64,7
38,369,0.050909519,0.6604,0.35,0.49,0.6604,1.228089094,0.954211622,0.6412,2.635590076,3.483497623,FlowRegOCT,21/07/2025 15:38,balance-scale,,,4,4,0,20,3,2,0.59,0.59,0,2.786722898,15,-247177461,0.043384584,TRUE,TRUE,Baseline,FALSE,1,0.0002,16,3600,1,0,0,0.05,-1,-1,0,0.132732,64,6
39,369,0.049724579,0.6488,0.3,0.49,0.6488,1.232933044,0.950451701,0.6376,2.491973877,3.041707441,FlowRegOCT,21/07/2025 15:38,balance-scale,,,4,4,0,20,3,2,0.5784,0.5784,0,2.686806917,22,377601438,0.043429624,TRUE,TRUE,Baseline,FALSE,1,0.006,9,3600,1,0,0,0.05,-1,-1,0,0.132644,64,6
40,369,0.050600052,0.6606,0.5,0.49,0.6606,1.139723063,0.954211622,0.6414,2.5150702,3.483497623,FlowRegOCT,21/07/2025 15:38,balance-scale,,,4,4,0,20,3,2,0.5902,0.5902,0,2.663338184,15,614493288,0.043384552,TRUE,TRUE,Baseline,FALSE,1,0.0001,17,3600,1,0,0,0.05,-1,-1,0,0.133732,64,6
41,369,0.049470186,0.6596,0.33,0.49,0.6596,1.228991985,0.954211622,0.6404,2.638566971,3.483497623,FlowRegOCT,21/07/2025 15:38,balance-scale,,,4,4,0,20,3,2,0.5892,0.5892,0,2.78993988,15,108155916,0.043384552,TRUE,TRUE,Baseline,FALSE,1,0.0006,14,3600,1,0,0,0.05,-1,-1,0,0.132824,64,6
42,369,0.049525261,0.66,0.33,0.49,0.66,1.228972912,0.954211622,0.6408,2.638556957,3.483497623,FlowRegOCT,21/07/2025 15:38,balance-scale,,,4,4,0,20,3,2,0.5896,0.5896,0,2.790355921,15,974920551,0.043384552,TRUE,TRUE,Baseline,FALSE,1,0.0004,15,3600,1,0,0,0.05,-1,-1,0,0.133808,64,6
43,369,0.008896589,0.5008,0.35,0.64,0.5008,1.437954903,1.122555072,0.48,2.973144054,3.27922385,FlowRegOCT,21/07/2025 15:38,balance-scale,,,4,4,0,20,3,2,0.4304,0.4304,0,3.132770061,25,-2068806821,0.04505572,TRUE,TRUE,Baseline,FALSE,1,0.08,3,3600,1,0,0,0.05,-1,-1,0,0.135284,64,6
44,369,0.009322643,0.5408,0.32,0.51,0.5408,1.393121958,0.983105304,0.5248,3.086709023,3.061003387,FlowRegOCT,21/07/2025 15:38,balance-scale,,,4,4,0,20,3,2,0.4704,0.4704,0,3.263994932,17,1714298209,0.044769048,TRUE,TRUE,Baseline,FALSE,1,0.06,4,3600,1,0,0,0.05,-1,-1,0,0.134268,65,7
45,1210,0.049344301,0.6668981,0.19,0.31,0.666898148,2.063076973,2.418718441,0.664535108,3.666082859,5.239902516,FlowRegOCT,21/07/2025 15:38,car_evaluation,,,6,6,0,19,4,2,0.600231481,0.600231481,0,4.260972023,25,-56007466,0.145164192,TRUE,TRUE,Baseline,FALSE,1,0.1,146,3600,1,0,0,0.05,-1,-1,0,0.157212,13,7
46,1210,0.057240248,0.8666981,0.24,0.42,0.866698148,2.15942502,2.481477428,0.864962037,3.493031979,4.803997667,FlowRegOCT,21/07/2025 15:38,car_evaluation,,,6,6,0,19,4,2,0.700131481,0.700131481,0,4.316889048,59,1967365243,0.145164144,TRUE,TRUE,Baseline,FALSE,1,0.0001,161,3600,1,0,0,0.05,-1,-1,0,0.160736,13,7
47,1210,0.059389114,3782,,,,,,,,,FlowRegOCT,21/07/2025 15:38,car_evaluation,,,6,6,0,19,4,2,0.400231481,0.400231481,0,2.226507902,1,1131587145,0.22538076,TRUE,TRUE,Baseline,FALSE,3,0.3,180,3600,1,0,0,0.05,-1,-1,0,0.14178,8,6
48,288,0.027343273,3963,,,,,,,,,FlowRegOCT,21/07/2025 15:38,balance-scale,,,4,4,0,20,3,2,0.2608,0.2608,0,4.519577026,1,-1786374897,0.082271512,TRUE,TRUE,Baseline,FALSE,3,0.2,37,3600,1,0,0,0.05,-1,-1,0,0.179688,65,8
49,1210,0.047287226,0.8508981,0.26,0.42,0.850898148,2.114010096,2.490934231,0.849740741,3.725878,5.3837638,FlowRegOCT,21/07/2025 15:38,car_evaluation,,,6,6,0,19,4,2,0.692231481,0.692231481,0,4.711770058,37,1718632835,0.145164112,TRUE,TRUE,Baseline,FALSE,1,0.008,152,3600,1,0,0,0.05,-1,-1,0,0.164064,14,8
50,1210,0.045293331,0.8588981,0.3,0.5,0.858898148,2.188536882,2.591039973,0.857017361,3.841161013,5.487785773,FlowRegOCT,21/07/2025 15:38,car_evaluation,,,6,6,0,19,4,2,0.696231481,0.696231481,0,4.756549835,37,1203456067,0.14516416,TRUE,TRUE,Baseline,FALSE,1,0.004,154,3600,1,0,0,0.05,-1,-1,0,0.16596,13,7
51,1210,0.067842722,0.8652981,0.28,0.47,0.865298148,2.211071014,2.571248796,0.863959896,3.908051968,5.438639914,FlowRegOCT,21/07/2025 15:38,car_evaluation,,,6,6,0,19,4,2,0.699431481,0.699431481,0,4.930386066,41,-588103864,0.145164112,TRUE,TRUE,Baseline,FALSE,1,0.0008,157,3600,1,0,0,0.05,-1,-1,0,0.164256,13,8
52,1210,0.068131924,0.8648981,0.28,0.47,0.864898148,2.215924025,2.571248796,0.863559896,3.912408113,5.438146335,FlowRegOCT,21/07/2025 15:38,car_evaluation,,,6,6,0,19,4,2,0.699231481,0.699231481,0,4.942516088,41,-1622652882,0.145164128,TRUE,TRUE,Baseline,FALSE,1,0.001,156,3600,1,0,0,0.05,-1,-1,0,0.165184,14,8
53,1210,0.049520493,0.7468981,0.22,0.35,0.746898148,2.098054886,2.332687695,0.742774884,4.079659939,6.315667514,FlowRegOCT,21/07/2025 15:38,car_evaluation,,,6,6,0,19,4,2,0.640231481,0.640231481,0,4.971623898,47,466432514,0.145164096,TRUE,TRUE,Baseline,FALSE,1,0.06,148,3600,1,0,0,0.05,-1,-1,0,0.167448,13,8
54,1210,0.068525314,0.8660981,0.27,0.45,0.866098148,2.193642855,2.565585736,0.863638657,4.062423944,5.759518808,FlowRegOCT,21/07/2025 15:38,car_evaluation,,,6,6,0,19,4,2,0.699831481,0.699831481,0,5.142802,35,-422424061,0.145164096,TRUE,TRUE,Baseline,FALSE,1,0.0004,159,3600,1,0,0,0.05,-1,-1,0,0.164516,13,8
55,1210,0.06814599,0.8664981,0.27,0.45,0.866498148,2.191474915,2.565585736,0.864038657,4.088216782,5.759552481,FlowRegOCT,21/07/2025 15:38,car_evaluation,,,6,6,0,19,4,2,0.700031481,0.700031481,0,5.166371822,35,1002869053,0.145164128,TRUE,TRUE,Baseline,FALSE,1,0.0002,160,3600,1,0,0,0.05,-1,-1,0,0.163112,13,8
56,1210,0.048903942,0.7068981,0.21,0.34,0.706898148,2.041606903,2.223911172,0.703064236,4.822340012,7.91533483,FlowRegOCT,21/07/2025 15:38,car_evaluation,,,6,6,0,19,4,2,0.620231481,0.620231481,0,5.884433031,85,441555634,0.145164144,TRUE,TRUE,Baseline,FALSE,1,0.08,147,3600,1,0,0,0.05,-1,-1,0,0.173572,14,9
57,1210,0.049118042,0.8468981,0.26,0.41,0.846898148,2.128152132,2.498183187,0.84276455,4.899029016,7.880343699,FlowRegOCT,21/07/2025 15:38,car_evaluation,,,6,6,0,19,4,2,0.690231481,0.690231481,0,5.914962053,35,-2127323352,0.145164112,TRUE,TRUE,Baseline,FALSE,1,0.01,151,3600,1,0,0,0.05,-1,-1,0,0.17368,15,9
58,1210,0.045965672,0.8548981,0.25,0.41,0.854898148,2.092416048,2.29200943,0.848725309,4.979057074,8.097746051,FlowRegOCT,21/07/2025 15:38,car_evaluation,,,6,6,0,19,4,2,0.694231481,0.694231481,0,6.008540154,35,-279452151,0.145164144,TRUE,TRUE,Baseline,FALSE,1,0.006,153,3600,1,0,0,0.05,-1,-1,0,0.168304,14,9
59,1210,0.068114758,0.8628981,0.24,0.39,0.862898148,2.161082983,2.277311677,0.85901869,4.735449076,7.440238368,FlowRegOCT,21/07/2025 15:38,car_evaluation,,,6,6,0,19,4,2,0.698231481,0.698231481,0,6.115019083,43,-2021155274,0.145164128,TRUE,TRUE,Baseline,FALSE,1,0.002,155,3600,1,0,0,0.05,-1,-1,0,0.171856,15,9
60,1210,0.059405327,5404,,,,,,,,,FlowRegOCT,21/07/2025 15:38,car_evaluation,,,6,6,0,19,4,2,0.500231481,0.500231481,0,3.707919121,1,1585738090,0.22538076,TRUE,TRUE,Baseline,FALSE,3,0.2,181,3600,1,0,0,0.05,-1,-1,0,0.2801,9,8
61,1210,0.068720102,0.8656981,0.26,0.42,0.865698148,2.155979156,2.370442761,0.859043056,5.514358997,8.276995186,FlowRegOCT,21/07/2025 15:38,car_evaluation,,,6,6,0,19,4,2,0.699631481,0.699631481,0,6.619045019,37,231615361,0.145164096,TRUE,TRUE,Baseline,FALSE,1,0.0006,158,3600,1,0,0,0.05,-1,-1,0,0.1787,15,9
62,63,0.001715183,0.599697,0,0.01,0.59969697,0.028985023,0.03224497,0.523939394,0.114243031,0.124434257,FlowRegOCT,21/07/2025 15:38,hayes-roth,,,4,4,0,15,3,2,0.364848485,0.364848485,0,0.181623936,137,-523955208,0.004408688,TRUE,TRUE,Baseline,FALSE,1,0.06,220,3600,1,0,0,0.05,-1,-1,0,0,5,3
63,63,0.001750946,0.703697,0,0.01,0.70369697,0.029727221,0.032151556,0.627939394,0.116768122,0.124340844,FlowRegOCT,21/07/2025 15:38,hayes-roth,,,4,4,0,15,3,2,0.468848485,0.468848485,0,0.188136101,137,241192260,0.00440912,TRUE,TRUE,Baseline,FALSE,1,0.008,224,3600,1,0,0,0.05,-1,-1,0,0.049136,5,3
64,63,0.001706123,0.559697,0,0.01,0.55969697,0.028856993,0.032446762,0.483939394,0.114496946,0.124638881,FlowRegOCT,21/07/2025 15:38,hayes-roth,,,4,4,0,15,3,2,0.324848485,0.324848485,0,0.182182074,137,-1410639175,0.004409104,TRUE,TRUE,Baseline,FALSE,1,0.08,219,3600,1,0,0,0.05,-1,-1,0,0.109968,5,3
65,63,0.001689911,0.707697,0,0.01,0.70769697,0.029338121,0.032111589,0.631939394,0.115758896,0.124300877,FlowRegOCT,21/07/2025 15:38,hayes-roth,,,4,4,0,15,3,2,0.472848485,0.472848485,0,0.183640003,137,1494014748,0.004409184,TRUE,TRUE,Baseline,FALSE,1,0.006,225,3600,1,0,0,0.05,-1,-1,0,0.109968,5,3
66,63,0.001708508,0.699697,0,0.01,0.69969697,0.029512882,0.032151556,0.623939394,0.116328955,0.124340844,FlowRegOCT,21/07/2025 15:38,hayes-roth,,,4,4,0,15,3,2,0.464848485,0.464848485,0,0.187435865,137,-57563230,0.004409008,TRUE,TRUE,Baseline,FALSE,1,0.01,223,3600,1,0,0,0.05,-1,-1,0,0.027864,5,3
67,51,0.001643658,0.519697,0.01,0.01,0.51969697,0.031136036,0.034865528,0.436363636,0.244371891,0.256272798,FlowRegOCT,21/07/2025 15:38,hayes-roth,,,4,4,0,15,3,2,0.286363636,0.286363636,0,0.294326067,76,836931829,0.005740544,TRUE,TRUE,Baseline,FALSE,1,0.1,218,3600,1,0,0,0.05,-1,-1,0,0.11326,5,3
68,63,0.00181818,0.711697,0,0.01,0.71169697,0.028808832,0.032111589,0.635939394,0.11491704,0.124300877,FlowRegOCT,21/07/2025 15:38,hayes-roth,,,4,4,0,15,3,2,0.476848485,0.476848485,0,0.183373928,137,-733473663,0.004409072,TRUE,TRUE,Baseline,FALSE,1,0.004,226,3600,1,0,0,0.05,-1,-1,0,0.10996,4,3
69,63,0.001730204,0.639697,0,0.01,0.63969697,0.029761076,0.032205475,0.563939394,0.117992878,0.124394762,FlowRegOCT,21/07/2025 15:38,hayes-roth,,,4,4,0,15,3,2,0.404848485,0.404848485,0,0.188382864,137,-412555108,0.00440904,TRUE,TRUE,Baseline,FALSE,1,0.04,221,3600,1,0,0,0.05,-1,-1,0,0,5,3
70,63,0.001758337,0.679697,0,0.01,0.67969697,0.030611992,0.032190975,0.603939394,0.121920824,0.124380263,FlowRegOCT,21/07/2025 15:38,hayes-roth,,,4,4,0,15,3,2,0.444848485,0.444848485,0,0.192303896,137,-722586689,0.004408928,TRUE,TRUE,Baseline,FALSE,1,0.02,222,3600,1,0,0,0.05,-1,-1,0,0.10998,5,4
71,63,0.001701117,0.715697,0,0.01,0.71569697,0.030187845,0.032111589,0.639939394,0.116601944,0.124300877,FlowRegOCT,21/07/2025 15:38,hayes-roth,,,4,4,0,15,3,2,0.480848485,0.480848485,0,0.184686899,137,-761797300,0.00440864,TRUE,TRUE,Baseline,FALSE,1,0.002,227,3600,1,0,0,0.05,-1,-1,0,0.110132,4,3
72,63,0.001758099,0.718097,0,0.01,0.71809697,0.029635906,0.032111589,0.642339394,0.116914988,0.124300877,FlowRegOCT,21/07/2025 15:38,hayes-roth,,,4,4,0,15,3,2,0.483248485,0.483248485,0,0.18587184,137,243309593,0.004409104,TRUE,TRUE,Baseline,FALSE,1,0.0008,229,3600,1,0,0,0.05,-1,-1,0,0.109972,4,3
73,51,0.003778934,0.4,0.02,0.02,0.4,0.156785965,0.115793832,0.31969697,0.522778034,0.570299019,FlowRegOCT,21/07/2025 15:38,hayes-roth,,,4,4,0,15,3,2,0.186363636,0.186363636,0,0.679230928,99,-1604614082,0.013758368,TRUE,TRUE,Baseline,FALSE,2,0.2,235,3600,1,0,0,0.05,-1,-1,0,0.069052,5,3
