,CART Obj,CART Runtime,Initial Root Relaxation - Obj,Initial Root Relaxation - Time,Initial Root Relaxation - Work,Presolve Relaxation - Obj,Presolve Relaxation - Time,Presolve Relaxation - Work,Final Root Relaxation - Obj,Final Root Relaxation - Time,Final Root Relaxation - Work,Model,Begin Opt Time,Dataset,Encoding,Buckets,|F|,|F^C|,|F^N|,|F^B|,|K|,Model Status,Objective,Bound,Gap,Solve Time,Node Count,Fingerprint,Memory Usage,Warmstart,Polish Warmstart,Results Directory,Compare Relaxations,depth,lambda,job id,TimeLimit,Threads,MIPGap,MIPFocus,Heuristics,NodeMethod,Method,Seed,PBS Memory Usage,PBS Walltime,PBS CPUtime
1161,160,0.042010784,0.8912164,3.21,8.33,0.891216373,4.875977993,11.30486017,0.886770376,10.29105186,21.6994333,FlowRegOCT,21/07/2025 15:44,sonar,Quantile Buckets,5,60,0,60,300,2,2,0.737230769,0.737230769,0,129.5489199,3584,-742697279,0.362656864,TRUE,TRUE,Baseline,FALSE,2,0.008,1636,3600,1,0,0,0.05,-1,-1,0,0.257728,134,132
1162,471,0.070388317,3079,,,,,,,,,FlowRegOCT,21/07/2025 15:46,wdbc,Quantile Buckets,5,30,0,30,150,2,2,0.427768014,0.427768014,0,17.27197289,1,1785612890,0.17050436,TRUE,TRUE,Baseline,FALSE,3,0.2,1802,3600,1,0,0,0.05,-1,-1,0,0.254992,24,23
1163,94,0.01582551,0.94,0.32,0.41,0.94,1.111073017,1.429165522,0.929205675,7.414833069,11.19622344,FlowRegOCT,21/07/2025 15:38,hayes-roth,,,4,4,0,15,3,2,0.640909091,0.640909091,0,506.4709771,53097,722630016,0.113347064,TRUE,TRUE,Baseline,FALSE,4,0.02,276,3600,1,0,0,0.05,-1,-1,0,0.215244,510,504
1164,519,0.048648834,0.5301166,11.44,27.65,0.530116562,17.49727702,36.6800712,0.513884007,24.98334312,51.11883216,FlowRegOCT,21/07/2025 15:46,wdbc,Quantile Thresholds,5,30,0,30,120,2,2,0.512126538,0.512126538,0,25.00990415,1,-1102796326,0.185802808,TRUE,TRUE,Baseline,FALSE,3,0.2,1803,3600,1,0,0,0.05,-1,-1,0,0.249508,30,29
1165,160,0.019150019,0.9602831,3.74,6.32,0.960283146,5.400704145,9.192332668,0.956780051,9.920164108,17.79836743,FlowRegOCT,21/07/2025 15:41,wine,Quantile Buckets,5,13,0,13,65,3,2,0.90451236,0.90451236,0,313.0574551,2779,-2142993193,0.114644784,TRUE,TRUE,Baseline,FALSE,3,0.0008,1106,3600,1,0,0,0.05,-1,-1,0,0.21436,317,312
1166,154,0.059329033,0.5657737,2.02,4.27,0.565773678,7.348258018,14.35081397,0.562948955,21.69095802,41.1987877,FlowRegOCT,21/07/2025 15:44,sonar,Quantile Thresholds,5,60,0,60,240,2,2,0.340384615,0.340384615,0,135.6262681,2152,1835344383,0.377629888,TRUE,TRUE,Baseline,FALSE,3,0.2,1659,3600,1,0,0,0.05,-1,-1,0,0.337996,140,137
1167,519,0.040066957,0.790123,3.96,7.53,0.790123023,6.311424017,11.77428867,0.776063269,42.3739481,64.62807606,FlowRegOCT,21/07/2025 15:46,wdbc,Quantile Buckets,5,30,0,30,150,2,2,0.732126538,0.732126538,0,54.56302309,73,1286609762,0.204955632,TRUE,TRUE,Baseline,FALSE,2,0.06,1772,3600,1,0,0,0.05,-1,-1,0,0.275768,60,58
1168,176,0.012200832,0.995457,0.18,0.39,0.995457011,1.053864002,1.670358084,0.995025641,3.164772987,5.800527045,FlowRegOCT,21/07/2025 15:43,parkinsons,Quantile Thresholds,5,22,0,22,88,2,2,0.894564103,0.894564103,0,210.8467162,34866,872479679,0.105957784,TRUE,TRUE,Baseline,FALSE,2,0.002,1499,3600,1,0,0,0.05,-1,-1,0,0.206796,215,211
1169,130,0.007350445,0.9547255,0.14,0.28,0.954725478,0.735211849,1.109919846,0.949839897,3.072221994,5.414086312,FlowRegOCT,21/07/2025 15:42,plrx,Quantile Thresholds,5,12,0,12,48,2,2,0.694285714,0.694285714,0,304.0280659,86477,-466198740,0.084804888,TRUE,TRUE,Baseline,FALSE,2,0.02,1201,3600,1,0,0,0.05,-1,-1,0,0.18702,309,303
1170,670,0.020098209,0.9031579,0.73,1.16,0.903157895,6.051886082,6.799909477,0.898143374,18.71654201,22.42503989,FlowRegOCT,21/07/2025 15:41,tic-tac-toe,,,9,9,0,27,2,2,0.619373695,0.619373695,0,358.031235,6556,709681648,0.237388488,TRUE,TRUE,Baseline,FALSE,2,0.04,815,3600,1,0,0,0.05,-1,-1,0,0.31706,363,358
1171,160,0.042213678,0.9134164,3.1,8.03,0.913416373,4.71209693,10.93153736,0.909729796,11.22723699,23.3137616,FlowRegOCT,21/07/2025 15:44,sonar,Quantile Buckets,5,60,0,60,300,2,2,0.766830769,0.766830769,0,156.9115729,2300,857102267,0.391461864,TRUE,TRUE,Baseline,FALSE,2,0.0006,1648,3600,1,0,0,0.05,-1,-1,0,0.266936,161,158
1172,519,0.029211521,0.8405562,3.74,7.85,0.840549636,8.956781149,15.04047619,0.840549164,10.70866418,17.94287398,FlowRegOCT,21/07/2025 15:46,wdbc,Quantile Thresholds,5,30,0,30,120,2,2,0.792126538,0.792126538,0,70.63515902,340,-2127874024,0.130580456,TRUE,TRUE,Baseline,FALSE,2,0.06,1773,3600,1,0,0,0.05,-1,-1,0,0.206252,75,73
1173,519,0.056064844,0.7456568,18.42,38.52,0.745656774,30.99541092,53.59955045,0.713884007,40.60299706,69.65277457,FlowRegOCT,21/07/2025 15:46,wdbc,Quantile Thresholds,5,30,0,30,120,2,2,0.712126538,0.712126538,0,40.65629506,1,715622534,0.204103024,TRUE,TRUE,Baseline,FALSE,3,0.1,1805,3600,1,0,0,0.05,-1,-1,0,0.29206,47,45
1174,1210,0.11990571,0.6974537,10.99,16.46,0.697453704,35.97625804,46.63001992,0.683511127,397.032223,576.3812538,FlowRegOCT,21/07/2025 15:38,car_evaluation,,,6,6,0,19,4,2,0.600231481,0.600231481,0,549.811204,65,-1060145556,1.326792424,TRUE,TRUE,Baseline,FALSE,4,0.1,200,3600,1,0,0,0.05,-1,-1,0,0.7589,561,549
1175,116,0.007945299,0.9995,0.07,0.1,0.9995,0.530465126,0.68293418,0.999420341,1.613906145,2.727937348,FlowRegOCT,21/07/2025 15:40,monk3,,,6,6,0,15,2,2,0.949819672,0.949819672,0,398.7451811,33676,-1132587925,0.081200136,TRUE,TRUE,Baseline,FALSE,3,0.0002,628,3600,1,0,0,0.05,-1,-1,0,0.183016,402,398
1176,160,0.042361736,0.8552164,3.53,8.57,0.855216373,5.249330044,11.4885964,0.851485469,11.72884703,23.19227969,FlowRegOCT,21/07/2025 15:44,sonar,Quantile Buckets,5,60,0,60,300,2,2,0.689230769,0.689230769,0,164.4152961,3891,-140477829,0.36298436,TRUE,TRUE,Baseline,FALSE,2,0.02,1632,3600,1,0,0,0.05,-1,-1,0,0.303888,170,167
1177,357,0.092774153,3088,,,,,,,,,FlowRegOCT,21/07/2025 15:47,wdbc,Quantile Buckets,5,30,0,30,150,2,2,0.32741652,0.32741652,0,16.866781,1,568795974,0.361094912,TRUE,TRUE,Baseline,FALSE,4,0.3,1836,3600,1,0,0,0.05,-1,-1,0,0.374656,24,23
1178,143,0.038534403,0.9974,0.29,0.32,0.9974,0.932590008,1.139545616,0.997,3.754235029,5.41229668,FlowRegOCT,21/07/2025 15:41,iris,Quantile Buckets,5,4,0,4,20,3,2,0.978866667,0.978866667,0,346.6735692,18928,1274947215,0.123951736,TRUE,TRUE,Baseline,FALSE,4,0.0006,1000,3600,1,0,0,0.05,-1,-1,0,0.237592,351,348
1179,471,0.041980505,0.670123,3.04,6,0.670123023,5.342731953,10.04931492,0.660538878,20.41663003,37.46324728,FlowRegOCT,21/07/2025 15:46,wdbc,Quantile Buckets,5,30,0,30,150,2,2,0.627768014,0.627768014,0,78.79235005,357,-445732175,0.190483608,TRUE,TRUE,Baseline,FALSE,2,0.1,1768,3600,1,0,0,0.05,-1,-1,0,0.212692,85,82
1180,160,0.041150808,0.9146164,2.85,7.43,0.914616373,4.498950958,10.40960806,0.910012446,9.561442852,20.24179985,FlowRegOCT,21/07/2025 15:44,sonar,Quantile Buckets,5,60,0,60,300,2,2,0.768430769,0.768430769,0,162.5859768,4099,-128131224,0.343304032,TRUE,TRUE,Baseline,FALSE,2,0.0002,1652,3600,1,0,0,0.05,-1,-1,0,0.278296,167,164
1181,148,0.395594358,0.7609622,0.32,0.05,0.760962199,2.177937031,0.470044807,0.685360825,7.903263807,1.094780009,FlowRegOCT,21/07/2025 15:47,wpbc,Quantile Buckets,5,32,0,32,158,2,2,0.682886598,0.682886598,0,8.047610998,1,-454986999,0.018330752,TRUE,TRUE,Baseline,FALSE,1,0.08,1302,3600,1,0,0,0.05,-1,-1,0,0.127604,324,27
1182,160,0.041486502,0.9122164,3,7.56,0.912216373,4.668834925,10.57700911,0.907768893,11.06082106,22.78325318,FlowRegOCT,21/07/2025 15:44,sonar,Quantile Buckets,5,60,0,60,300,2,2,0.765230769,0.765230769,0,174.9739299,3830,842833630,0.387859792,TRUE,TRUE,Baseline,FALSE,2,0.001,1644,3600,1,0,0,0.05,-1,-1,0,0.276704,179,176
1183,519,0.044680834,0.730123,3.01,5.75,0.730123023,5.446110964,9.875311788,0.72117801,19.99194694,35.73274748,FlowRegOCT,21/07/2025 15:46,wdbc,Quantile Buckets,5,30,0,30,150,2,2,0.672126538,0.672126538,0,85.35073304,651,-129752254,0.189362272,TRUE,TRUE,Baseline,FALSE,2,0.08,1770,3600,1,0,0,0.05,-1,-1,0,0.259584,91,89
1184,143,0.041753292,0.974,0.28,0.33,0.974,0.877024889,1.118821131,0.97,3.683067083,5.452792956,FlowRegOCT,21/07/2025 15:41,iris,Quantile Buckets,5,4,0,4,20,3,2,0.919333333,0.919333333,0,357.3368349,25400,1940172908,0.097065744,TRUE,TRUE,Baseline,FALSE,4,0.006,990,3600,1,0,0,0.05,-1,-1,0,0.205672,362,358
1185,1210,0.061431885,0.793534,12.29,18.65,0.793533951,19.29232287,27.78555779,0.788181345,143.8954439,221.0473366,FlowRegOCT,21/07/2025 15:38,car_evaluation,,,6,6,0,19,4,2,0.640231481,0.640231481,0,566.7478158,1185,1130451415,0.477407688,TRUE,TRUE,Baseline,FALSE,3,0.06,184,3600,1,0,0,0.05,-1,-1,0,0.455856,572,564
1186,114,0.015788078,0.975,0.16,0.21,0.975,1.169107199,1.422101362,0.970349851,4.291010141,6.265607081,FlowRegOCT,21/07/2025 15:40,monk3,,,6,6,0,15,2,2,0.90442623,0.90442623,0,408.089529,41686,577070228,0.132024768,TRUE,TRUE,Baseline,FALSE,4,0.01,637,3600,1,0,0,0.05,-1,-1,0,0.227292,412,408
1187,670,0.018507957,0.9515789,0.61,1.05,0.951578947,4.46254921,5.409748664,0.949559179,10.59516621,13.15467298,FlowRegOCT,21/07/2025 15:41,tic-tac-toe,,,9,9,0,27,2,2,0.659373695,0.659373695,0,385.041877,13839,1964016186,0.24812824,TRUE,TRUE,Baseline,FALSE,2,0.02,816,3600,1,0,0,0.05,-1,-1,0,0.381284,390,384
1188,160,0.041738272,0.9032164,2.96,7.51,0.903216373,4.659765005,10.43143696,0.897911427,9.94667697,20.45896625,FlowRegOCT,21/07/2025 15:44,sonar,Quantile Buckets,5,60,0,60,300,2,2,0.753230769,0.753230769,0,183.3791561,3678,-1623304823,0.366693976,TRUE,TRUE,Baseline,FALSE,2,0.004,1640,3600,1,0,0,0.05,-1,-1,0,0.256136,188,185
1189,111,0.126240253,0.365639,25.88,49.87,0.365638976,36.00539398,66.98343751,0.355570138,50.76602888,92.66488856,FlowRegOCT,21/07/2025 15:45,sonar,Quantile Thresholds,5,60,0,60,240,2,2,0.233653846,0.233653846,0,159.258667,653,1972959517,0.270660072,TRUE,TRUE,Baseline,FALSE,4,0.3,1693,3600,1,0,0,0.05,-1,-1,0,0.32054,167,164
1190,160,0.040730715,0.9128164,3.09,7.92,0.912816373,4.689286947,10.73351068,0.908136015,11.32290292,23.72727215,FlowRegOCT,21/07/2025 15:44,sonar,Quantile Buckets,5,60,0,60,300,2,2,0.766030769,0.766030769,0,188.691314,5092,1888111881,0.362802144,TRUE,TRUE,Baseline,FALSE,2,0.0008,1646,3600,1,0,0,0.05,-1,-1,0,0.256552,193,190
1191,143,0.038561344,0.9913333,0.24,0.28,0.991333333,0.818917036,1.040377212,0.99,2.716933966,4.05523194,FlowRegOCT,21/07/2025 15:41,iris,Quantile Buckets,5,4,0,4,20,3,2,0.960666667,0.960666667,0,374.3146131,32088,-1881983991,0.122614136,TRUE,TRUE,Baseline,FALSE,4,0.002,994,3600,1,0,0,0.05,-1,-1,0,0.241412,378,375
1192,130,0.016690969,0.8745055,0.16,0.19,0.874505495,0.914085865,1.09286905,0.848113384,5.800881863,8.678811101,FlowRegOCT,21/07/2025 15:42,plrx,Quantile Thresholds,5,12,0,12,48,2,2,0.654285714,0.654285714,0,343.6778069,26598,-981030477,0.148210888,TRUE,TRUE,Baseline,FALSE,3,0.06,1233,3600,1,0,0,0.05,-1,-1,0,0.255984,348,344
1193,519,0.036282539,0.850123,3.95,9.12,0.850123023,6.647196054,14.37192328,0.837543466,40.02645302,84.46785708,FlowRegOCT,21/07/2025 15:46,wdbc,Quantile Buckets,5,30,0,30,150,2,2,0.792126538,0.792126538,0,108.4122601,591,880142839,0.189281056,TRUE,TRUE,Baseline,FALSE,2,0.04,1774,3600,1,0,0,0.05,-1,-1,0,0.263208,113,111
1194,160,0.041872501,0.9140164,2.7,6.65,0.914016373,4.459813118,9.793033614,0.909571121,10.70984411,21.62602656,FlowRegOCT,21/07/2025 15:44,sonar,Quantile Buckets,5,60,0,60,300,2,2,0.767630769,0.767630769,0,189.511704,2546,1921953838,0.392098488,TRUE,TRUE,Baseline,FALSE,2,0.0004,1650,3600,1,0,0,0.05,-1,-1,0,0.25856,195,191
1195,160,0.041621685,0.9092164,2.65,6.69,0.909216373,4.27709794,9.650794583,0.904759148,9.107922077,18.77282308,FlowRegOCT,21/07/2025 15:44,sonar,Quantile Buckets,5,60,0,60,300,2,2,0.761230769,0.761230769,0,199.3546631,5407,697942281,0.366768904,TRUE,TRUE,Baseline,FALSE,2,0.002,1642,3600,1,0,0,0.05,-1,-1,0,0.271556,204,201
1196,168,0.027906418,0.8632653,1.9,3.45,0.862564103,4.051910877,6.680163868,0.861538462,7.051789999,12.12474667,FlowRegOCT,21/07/2025 15:43,parkinsons,Quantile Buckets,5,22,0,22,110,2,2,0.781538462,0.781538462,0,260.3269699,6920,10866238,0.146074344,TRUE,TRUE,Baseline,FALSE,3,0.04,1522,3600,1,0,0,0.05,-1,-1,0,0.217268,264,260
1197,176,0.011898518,0.986371,0.15,0.32,0.98637104,1.008166075,1.577685164,0.985173505,2.318941116,3.971233095,FlowRegOCT,21/07/2025 15:43,parkinsons,Quantile Thresholds,5,22,0,22,88,2,2,0.878564103,0.878564103,0,270.294857,28718,425624070,0.10668392,TRUE,TRUE,Baseline,FALSE,2,0.006,1495,3600,1,0,0,0.05,-1,-1,0,0.21142,274,269
1198,762,0.009692669,90,,,,,,,,,FlowRegOCT,21/07/2025 15:48,banknote,Quantile Buckets,5,4,0,4,20,2,2,0.355393586,0.355393586,0,0.125058889,1,-2104693509,0.014613032,TRUE,TRUE,Baseline,FALSE,1,0.2,1874,3600,1,0,0,0.05,-1,-1,0,0,4,3
1199,995,0.012000799,0.5367479,0.02,0.02,,,,,,,FlowRegOCT,21/07/2025 15:48,banknote,Quantile Buckets,5,4,0,4,20,2,2,0.525218659,0.525218659,0,0.102362156,1,-1349530538,0.013381208,TRUE,TRUE,Baseline,FALSE,1,0.1,1876,3600,1,0,0,0.05,-1,-1,0,0.049528,4,3
1200,762,0.01058507,75,,,,,,,,,FlowRegOCT,21/07/2025 15:48,banknote,Quantile Buckets,5,4,0,4,20,2,2,0.255393586,0.255393586,0,0.125736952,1,-838427332,0.014613064,TRUE,TRUE,Baseline,FALSE,1,0.3,1872,3600,1,0,0,0.05,-1,-1,0,0.018508,5,4
1201,1161,0.010835886,0.5603499,0.01,0.02,0.559912536,0.122587204,0.157901772,0.447667638,1.153383017,1.658350199,FlowRegOCT,21/07/2025 15:48,banknote,Quantile Thresholds,5,4,0,4,16,2,2,0.446209913,0.446209913,0,1.159074068,1,1109115650,0.013002936,TRUE,TRUE,Baseline,FALSE,1,0.2,1875,3600,1,0,0,0.05,-1,-1,0,0.124412,5,4
1202,762,0.009615898,0.3603499,0.02,0.03,0.360349854,0.159018993,0.210780295,0.255685131,1.157015085,1.71639398,FlowRegOCT,21/07/2025 15:48,banknote,Quantile Thresholds,5,4,0,4,16,2,2,0.255393586,0.255393586,0,1.165616989,1,-719220569,0.014842176,TRUE,TRUE,Baseline,FALSE,1,0.3,1873,3600,1,0,0,0.05,-1,-1,0,0.013568,5,5
1203,160,0.04427433,0.8972164,3.01,7.3,0.897216373,4.680872917,10.16662357,0.893605036,10.09930396,20.21200958,FlowRegOCT,21/07/2025 15:44,sonar,Quantile Buckets,5,60,0,60,300,2,2,0.745230769,0.745230769,0,207.002084,4313,-1566046096,0.362654816,TRUE,TRUE,Baseline,FALSE,2,0.006,1638,3600,1,0,0,0.05,-1,-1,0,0.254504,212,209
1204,168,0.032533884,0.8577008,17.54,27.29,0.857700843,26.47782516,41.28946267,0.85298511,51.10346103,87.21256095,FlowRegOCT,21/07/2025 15:41,wine,Quantile Thresholds,5,13,0,13,52,3,2,0.783820225,0.783820225,0,378.3808072,2198,-1138056504,0.149639752,TRUE,TRUE,Baseline,FALSE,4,0.04,1127,3600,1,0,0,0.05,-1,-1,0,0.24084,383,378
1205,995,0.010840178,0.6567479,0.01,0.02,,,,,,,FlowRegOCT,21/07/2025 15:48,banknote,Quantile Buckets,5,4,0,4,20,2,2,0.645218659,0.645218659,0,0.093302011,1,1644709308,0.013062776,TRUE,TRUE,Baseline,FALSE,1,0.04,1882,3600,1,0,0,0.05,-1,-1,0,0,4,3
1206,995,0.01110816,0.5767479,0.01,0.02,,,,,,,FlowRegOCT,21/07/2025 15:48,banknote,Quantile Buckets,5,4,0,4,20,2,2,0.565218659,0.565218659,0,0.093292952,1,-1778261746,0.013082392,TRUE,TRUE,Baseline,FALSE,1,0.08,1878,3600,1,0,0,0.05,-1,-1,0,0,4,3
1207,995,0.012023926,0.6167479,0.01,0.02,,,,,,,FlowRegOCT,21/07/2025 15:48,banknote,Quantile Buckets,5,4,0,4,20,2,2,0.605218659,0.605218659,0,0.10037899,1,-332150833,0.013082424,TRUE,TRUE,Baseline,FALSE,1,0.06,1880,3600,1,0,0,0.05,-1,-1,0,0.000388,5,3
1208,1161,0.010718346,0.8403499,0.01,0.02,0.839912536,0.118408918,0.156121323,0.727667638,1.145735979,1.656041248,FlowRegOCT,21/07/2025 15:48,banknote,Quantile Thresholds,5,4,0,4,16,2,2,0.726209913,0.726209913,0,1.151386023,1,839571809,0.012403208,TRUE,TRUE,Baseline,FALSE,1,0.06,1881,3600,1,0,0,0.05,-1,-1,0,0,5,4
1209,1161,0.010870934,0.8003499,0.01,0.02,0.799912536,0.120013952,0.156181546,0.687667638,1.149272919,1.656101471,FlowRegOCT,21/07/2025 15:48,banknote,Quantile Thresholds,5,4,0,4,16,2,2,0.686209913,0.686209913,0,1.155024052,1,-743008833,0.0124162,TRUE,TRUE,Baseline,FALSE,1,0.08,1879,3600,1,0,0,0.05,-1,-1,0,0.124344,5,4
1210,1161,0.010611296,0.7603499,0.01,0.02,0.759912536,0.122205019,0.156710494,0.647667638,1.164521933,1.656636947,FlowRegOCT,21/07/2025 15:48,banknote,Quantile Thresholds,5,4,0,4,16,2,2,0.646209913,0.646209913,0,1.170301914,1,-935476691,0.012539192,TRUE,TRUE,Baseline,FALSE,1,0.1,1877,3600,1,0,0,0.05,-1,-1,0,0.051,5,4
1211,995,0.010911942,0.7207479,0.01,0.02,,,,,,,FlowRegOCT,21/07/2025 15:48,banknote,Quantile Buckets,5,4,0,4,20,2,2,0.709218659,0.709218659,0,0.091161013,1,1960855794,0.013010424,TRUE,TRUE,Baseline,FALSE,1,0.008,1888,3600,1,0,0,0.05,-1,-1,0,0,4,3
1212,995,0.010890961,0.7167479,0.01,0.02,,,,,,,FlowRegOCT,21/07/2025 15:48,banknote,Quantile Buckets,5,4,0,4,20,2,2,0.705218659,0.705218659,0,0.092664957,1,533194795,0.013010424,TRUE,TRUE,Baseline,FALSE,1,0.01,1886,3600,1,0,0,0.05,-1,-1,0,0.071436,4,3
1213,995,0.011259556,0.6967479,0.01,0.02,,,,,,,FlowRegOCT,21/07/2025 15:48,banknote,Quantile Buckets,5,4,0,4,20,2,2,0.685218659,0.685218659,0,0.094402075,1,862390517,0.013036584,TRUE,TRUE,Baseline,FALSE,1,0.02,1884,3600,1,0,0,0.05,-1,-1,0,0.048492,5,3
1214,471,0.097547054,6790,,,,,,,,,FlowRegOCT,21/07/2025 15:47,wdbc,Quantile Buckets,5,30,0,30,150,2,2,0.427768014,0.427768014,0,61.40896487,1,-1969755425,0.361093104,TRUE,TRUE,Baseline,FALSE,4,0.2,1838,3600,1,0,0,0.05,-1,-1,0,0.384172,70,68
1215,1161,0.011085272,0.9203499,0.01,0.02,0.919912536,0.119477987,0.156068748,0.807667638,1.148938894,1.655988673,FlowRegOCT,21/07/2025 15:48,banknote,Quantile Thresholds,5,4,0,4,16,2,2,0.806209913,0.806209913,0,1.154638052,1,-147669058,0.012403176,TRUE,TRUE,Baseline,FALSE,1,0.02,1885,3600,1,0,0,0.05,-1,-1,0,0.124016,6,4
1216,1161,0.011180162,0.9443499,0.01,0.02,0.943912536,0.119534969,0.156011361,0.831667638,1.156973839,1.655931286,FlowRegOCT,21/07/2025 15:48,banknote,Quantile Thresholds,5,4,0,4,16,2,2,0.830209913,0.830209913,0,1.162710905,1,-574186892,0.012390184,TRUE,TRUE,Baseline,FALSE,1,0.008,1889,3600,1,0,0,0.05,-1,-1,0,0.0132,6,4
1217,1161,0.011378765,0.9403499,0.01,0.02,0.939912536,0.12474823,0.156011361,0.827667638,1.18903923,1.655931286,FlowRegOCT,21/07/2025 15:48,banknote,Quantile Thresholds,5,4,0,4,16,2,2,0.826209913,0.826209913,0,1.194929123,1,-995507837,0.0123902,TRUE,TRUE,Baseline,FALSE,1,0.01,1887,3600,1,0,0,0.05,-1,-1,0,0,6,4
1218,1161,0.01177907,0.8803499,0.01,0.02,0.879912536,0.124417067,0.156185416,0.767667638,1.196461916,1.656105341,FlowRegOCT,21/07/2025 15:48,banknote,Quantile Thresholds,5,4,0,4,16,2,2,0.766209913,0.766209913,0,1.202425957,1,-1721777178,0.012429048,TRUE,TRUE,Baseline,FALSE,1,0.04,1883,3600,1,0,0,0.05,-1,-1,0,0.124212,6,5
1219,160,0.044397116,0.9149164,3.18,7.04,0.914916373,4.954221964,9.997270363,0.911348895,13.04421091,23.11429559,FlowRegOCT,21/07/2025 15:44,sonar,Quantile Buckets,5,60,0,60,300,2,2,0.768830769,0.768830769,0,218.0935061,5616,-231306793,0.35326272,TRUE,TRUE,Baseline,FALSE,2,0.0001,1654,3600,1,0,0,0.05,-1,-1,0,0.309016,224,220
1220,995,0.01066184,0.7355479,0.01,0.02,,,,,,,FlowRegOCT,21/07/2025 15:48,banknote,Quantile Buckets,5,4,0,4,20,2,2,0.724018659,0.724018659,0,0.091559887,1,-1921128614,0.013010424,TRUE,TRUE,Baseline,FALSE,1,0.0006,1900,3600,1,0,0,0.05,-1,-1,0,0.045524,4,3
1221,995,0.010881186,0.7351479,0.01,0.02,,,,,,,FlowRegOCT,21/07/2025 15:48,banknote,Quantile Buckets,5,4,0,4,20,2,2,0.723618659,0.723618659,0,0.092496157,1,-402394679,0.013010424,TRUE,TRUE,Baseline,FALSE,1,0.0008,1898,3600,1,0,0,0.05,-1,-1,0,0,4,3
1222,995,0.011109591,0.7247479,0.01,0.02,,,,,,,FlowRegOCT,21/07/2025 15:48,banknote,Quantile Buckets,5,4,0,4,20,2,2,0.713218659,0.713218659,0,0.093703985,1,-1411887389,0.01301044,TRUE,TRUE,Baseline,FALSE,1,0.006,1890,3600,1,0,0,0.05,-1,-1,0,0,4,3
1223,995,0.010717392,0.7327479,0.01,0.02,,,,,,,FlowRegOCT,21/07/2025 15:48,banknote,Quantile Buckets,5,4,0,4,20,2,2,0.721218659,0.721218659,0,0.091626883,1,1498622406,0.013010392,TRUE,TRUE,Baseline,FALSE,1,0.002,1894,3600,1,0,0,0.05,-1,-1,0,0.022416,4,3
1224,995,0.010982752,0.7287479,0.01,0.02,,,,,,,FlowRegOCT,21/07/2025 15:48,banknote,Quantile Buckets,5,4,0,4,20,2,2,0.717218659,0.717218659,0,0.091668129,1,1351491071,0.013010424,TRUE,TRUE,Baseline,FALSE,1,0.004,1892,3600,1,0,0,0.05,-1,-1,0,0.018984,4,3
1225,995,0.011166096,0.7347479,0.01,0.02,,,,,,,FlowRegOCT,21/07/2025 15:48,banknote,Quantile Buckets,5,4,0,4,20,2,2,0.723218659,0.723218659,0,0.093599081,1,1480018295,0.013010424,TRUE,TRUE,Baseline,FALSE,1,0.001,1896,3600,1,0,0,0.05,-1,-1,0,0,4,3
1226,1161,0.010917187,0.9591499,0.01,0.02,0.958712536,0.118731976,0.155862901,0.846467638,1.150379896,1.655782826,FlowRegOCT,21/07/2025 15:48,banknote,Quantile Thresholds,5,4,0,4,16,2,2,0.845009913,0.845009913,0,1.156080961,1,1139463972,0.011869472,TRUE,TRUE,Baseline,FALSE,1,0.0006,1901,3600,1,0,0,0.05,-1,-1,0,0.050608,5,4
1227,1161,0.011060476,0.9583499,0.01,0.02,0.957912536,0.119622946,0.155871146,0.845667638,1.148085117,1.655791071,FlowRegOCT,21/07/2025 15:48,banknote,Quantile Thresholds,5,4,0,4,16,2,2,0.844209913,0.844209913,0,1.153799057,1,274673719,0.011869536,TRUE,TRUE,Baseline,FALSE,1,0.001,1897,3600,1,0,0,0.05,-1,-1,0,0.123564,5,4
1228,1161,0.010809422,0.9483499,0.01,0.02,0.947912536,0.118568182,0.156011361,0.835667638,1.149214983,1.655931286,FlowRegOCT,21/07/2025 15:48,banknote,Quantile Thresholds,5,4,0,4,16,2,2,0.834209913,0.834209913,0,1.154853106,1,-1155990246,0.012390168,TRUE,TRUE,Baseline,FALSE,1,0.006,1891,3600,1,0,0,0.05,-1,-1,0,0.124092,5,4
1229,1161,0.010629177,0.9523499,0.01,0.02,0.951912536,0.119300842,0.156011361,0.839667638,1.150426865,1.655931286,FlowRegOCT,21/07/2025 15:48,banknote,Quantile Thresholds,5,4,0,4,16,2,2,0.838209913,0.838209913,0,1.156137943,1,1812120787,0.012390184,TRUE,TRUE,Baseline,FALSE,1,0.004,1893,3600,1,0,0,0.05,-1,-1,0,0.124228,5,4
1230,1161,0.011238337,0.9563499,0.01,0.02,0.955912536,0.124763012,0.155871146,0.843667638,1.204576969,1.655791071,FlowRegOCT,21/07/2025 15:48,banknote,Quantile Thresholds,5,4,0,4,16,2,2,0.842209913,0.842209913,0,1.210432053,1,-1698642675,0.011869216,TRUE,TRUE,Baseline,FALSE,1,0.002,1895,3600,1,0,0,0.05,-1,-1,0,0.124052,5,4
1231,1161,0.012174606,0.9587499,0.01,0.02,0.958312536,0.131574869,0.155871146,0.846067638,1.256492853,1.655791071,FlowRegOCT,21/07/2025 15:48,banknote,Quantile Thresholds,5,4,0,4,16,2,2,0.844609913,0.844609913,0,1.263118982,1,-1318161078,0.011869504,TRUE,TRUE,Baseline,FALSE,1,0.0008,1899,3600,1,0,0,0.05,-1,-1,0,0.043464,5,4
