CART Obj,CART Runtime,Benders Cuts - Cuts Added,Benders Cuts - Time,Cut Set Callback - Cuts Added,Cut Set Callback - Time,Cut Set Initial Cuts - Cuts,Cut Set Initial Cuts - Time,Initial Root Relaxation - Obj,Initial Root Relaxation - Time,Initial Root Relaxation - Work,Presolve Relaxation - Obj,Presolve Relaxation - Time,Presolve Relaxation - Work,Final Root Relaxation - Obj,Final Root Relaxation - Time,Final Root Relaxation - Work,Model,Begin Opt Time,Dataset,Encoding,Buckets,|F|,|F^C|,|F^N|,|F^B|,|K|,Model Status,Objective,Bound,Gap,Solve Time,Node Count,Fingerprint,Memory Usage,Warmstart,Polish Warmstart,Results Directory,Compare Relaxations,depth,lambda,Subjob id,Array Job id,TimeLimit,Threads,MIPGap,MIPFocus,Heuristics,NodeMethod,Method,Seed,Benders Cuts-Enabled,Benders Cuts-Enhanced Cuts,Cut Set Callback-Enabled,Cut Set Callback-Solution Method,Cut Set Callback-Cut Type,Cut Set Initial Cuts-Enabled,Cut Set Initial Cuts-Solution Method,NodeLimit,Memory,Walltime,CPUtime
202.0,0.001743555,5,0.01330018,0,0,567,0.572439432,0.9789747,0.0,0.0,0.978974729,0.09127593,0.028992581,0.903162455,0.456795931,0.336697045,BendRegOCT,8/08/2025 11:44,breast-cancer,,,9,9,0,38,2,2,0.724462094,0.724462094,0.0,0.590755939,51.0,2085491805,0.019696504,True,True,icCutset,False,1,0.006,162,9478179[].aqua,3600,1,0,0,0.05,-1,-1,0,True,False,False,LP,Lazy,True,LP,,0.100616,102,4
369.0,0.002379179,6,0.01904583,0,0,1436,2.080024481,0.4608,0.29,0.19,0.4608,0.499557972,0.243541501,0.4608,0.613119125,0.378756494,BendRegOCT,8/08/2025 11:44,balance-scale,,,4,4,0,20,3,2,0.3904,0.3904,0.0,0.720112085,39.0,854815526,0.016572032,True,True,icCutset,False,1,0.1,4,9478179[].aqua,3600,1,0,0,0.05,-1,-1,0,True,False,False,LP,Lazy,True,LP,,0.115296,111,6
202.0,0.003226757,8,0.748958349,0,0,554,1.891988754,0.9789747,0.0,0.0,0.978974729,0.944184065,0.03033874,0.937458484,1.201684952,0.378239423,BendRegOCT,8/08/2025 11:44,breast-cancer,,,9,9,0,38,2,2,0.724462094,0.724462094,0.0,1.348253012,52.0,-1964705023,0.025667752,True,True,icCutset,False,1,0.006,163,9478179[].aqua,3600,1,0,0,0.05,-1,-1,0,True,False,False,LP,Lazy,True,Dual Inspection,,0.1129,107,5
1210.0,0.002969265,1,0.001399994,0,0,1728,0.102519035,,,,,,,,,,BendRegOCT,8/08/2025 11:44,car_evaluation,,,6,6,0,19,4,2,0.400231481,0.400231481,0.0,0.04219389,1.0,945392106,0.087708792,True,True,icCutset,False,1,0.3,289,9478179[].aqua,3600,1,0,0,0.05,-1,-1,0,True,False,False,LP,Lazy,True,Dual Inspection,,0.11796,27,3
1210.0,0.002954006,1,0.001300097,0,0,4061,3.482621431,,,,,,,,,,BendRegOCT,8/08/2025 11:44,car_evaluation,,,6,6,0,19,4,2,0.500231481,0.500231481,0.0,0.13082099,1.0,-1857929419,0.06919848,True,True,icCutset,False,1,0.2,290,9478179[].aqua,3600,1,0,0,0.05,-1,-1,0,True,False,False,LP,Lazy,True,LP,,0.129264,27,6
369.0,0.001614809,5,0.680647612,0,0,1875,0.982694626,0.5008,0.12,0.22,0.5008,0.940207958,0.30363519,0.499819355,1.104263067,0.551385753,BendRegOCT,8/08/2025 11:44,balance-scale,,,4,4,0,20,3,2,0.4304,0.4304,0.0,1.215053082,39.0,967814174,0.02772976,True,True,icCutset,False,1,0.08,7,9478179[].aqua,3600,1,0,0,0.05,-1,-1,0,True,False,False,LP,Lazy,True,Dual Inspection,,0.12062,123,4
288.0,0.006032944,1,0.000561237,0,0,5137,1.203337193,,,,,,,,,,BendRegOCT,8/08/2025 11:44,balance-scale,,,4,4,0,20,3,2,0.2608,0.2608,0.0,1.439761162,1.0,507502,0.071243232,True,True,icCutset,False,3,0.2,75,9478179[].aqua,3600,1,0,0,0.05,-1,-1,0,True,False,False,LP,Lazy,True,Dual Inspection,,0.139356,116,6
369.0,0.001595974,7,0.019019365,0,0,1376,1.579736471,0.6592,0.7,0.15,0.6592,1.355916023,0.198399445,0.65846,1.520133972,0.392346077,BendRegOCT,8/08/2025 11:44,balance-scale,,,4,4,0,20,3,2,0.5888,0.5888,0.0,1.620974064,39.0,-2145875739,0.015557024,True,True,icCutset,False,1,0.0008,26,9478179[].aqua,3600,1,0,0,0.05,-1,-1,0,True,False,False,LP,Lazy,True,LP,,0.114572,117,5
369.0,0.002813578,4,0.678925037,0,0,1817,0.990381956,0.4608,0.14,0.27,0.4608,0.94469595,0.353958126,0.459416216,1.188233852,0.73528643,BendRegOCT,8/08/2025 11:44,balance-scale,,,4,4,0,20,3,2,0.3904,0.3904,0.0,1.27222085,39.0,652849267,0.027563472,True,True,icCutset,False,1,0.1,5,9478179[].aqua,3600,1,0,0,0.05,-1,-1,0,True,False,False,LP,Lazy,True,Dual Inspection,,0.120636,123,4
426.0,0.00351119,19,0.106090069,0,0,3013,0.382998943,0.8368,0.63,1.34,0.8368,0.984025002,1.611755083,0.820435959,2.949622154,5.490881787,BendRegOCT,8/08/2025 11:44,balance-scale,,,4,4,0,20,3,2,0.6576,0.6576,0.0,10.34584618,1036.0,-401052330,0.054824192,True,True,icCutset,False,2,0.008,53,9478179[].aqua,3600,1,0,0,0.05,-1,-1,0,True,False,False,LP,Lazy,True,Dual Inspection,,0.145336,120,14
288.0,0.008157969,1,0.002350092,0,0,2553,0.383421421,,,,,,,,,,BendRegOCT,8/08/2025 11:44,balance-scale,,,4,4,0,20,3,2,0.1608,0.1608,0.0,0.294828892,1.0,1740615005,0.054628256,True,True,icCutset,False,3,0.3,73,9478179[].aqua,3600,1,0,0,0.05,-1,-1,0,True,False,False,LP,Lazy,True,Dual Inspection,,0.122248,121,4
369.0,0.001693726,4,0.009877443,0,0,1819,0.105858803,0.5808,0.15,0.28,0.5808,0.193011045,0.356549715,0.578986667,0.369262934,0.633055004,BendRegOCT,8/08/2025 11:44,balance-scale,,,4,4,0,20,3,2,0.5104,0.5104,0.0,0.467055082,39.0,239827611,0.027570384,True,True,icCutset,False,1,0.04,11,9478179[].aqua,3600,1,0,0,0.05,-1,-1,0,True,False,False,LP,Lazy,True,Dual Inspection,,0.12084,125,5
426.0,0.003587246,24,0.121777534,0,0,3861,0.455218315,0.8428,0.85,1.81,0.8428,1.025802135,2.150752789,0.809853011,4.837748051,10.14407762,BendRegOCT,8/08/2025 11:44,balance-scale,,,4,4,0,20,3,2,0.6636,0.6636,0.0,11.17846894,793.0,193203532,0.059681728,True,True,icCutset,False,2,0.006,55,9478179[].aqua,3600,1,0,0,0.05,-1,-1,0,True,False,False,LP,Lazy,True,Dual Inspection,,0.158456,130,15
202.0,0.001771927,8,0.017614365,0,0,558,0.749059677,0.9901747,0.0,0.0,0.990174729,0.021560907,0.024420097,0.891619362,0.28469491,0.368157169,BendRegOCT,8/08/2025 11:45,breast-cancer,,,9,9,0,38,2,2,0.735662094,0.735662094,0.0,0.365750074,52.0,1860764021,0.010054376,True,True,icCutset,False,1,0.0004,174,9478179[].aqua,3600,1,0,0,0.05,-1,-1,0,True,False,False,LP,Lazy,True,LP,,0.114656,126,5
196.0,0.008718729,23,0.748573065,0,0,554,0.407747984,0.9109747,0.0,0.0,0.910974729,0.871762037,0.079535613,0.883893741,1.197715044,0.475747959,BendRegOCT,8/08/2025 11:44,breast-cancer,,,9,9,0,38,2,2,0.667581227,0.667581227,0.0,5.560197115,2219.0,-514226492,0.027611352,True,True,icCutset,False,2,0.04,191,9478179[].aqua,3600,1,0,0,0.05,-1,-1,0,True,False,False,LP,Lazy,True,Dual Inspection,,0.127644,98,8
288.0,0.006029129,1,0.000594139,0,0,8034,14.70240617,,,,,,,,,,BendRegOCT,8/08/2025 11:45,balance-scale,,,4,4,0,20,3,2,0.2608,0.2608,0.0,2.189707994,1.0,-1113180149,0.090435776,True,True,icCutset,False,3,0.2,74,9478179[].aqua,3600,1,0,0,0.05,-1,-1,0,True,False,False,LP,Lazy,True,LP,,0.149972,139,21
288.0,0.006207705,1,0.000607491,0,0,5243,8.201375246,,,,,,,,,,BendRegOCT,8/08/2025 11:44,balance-scale,,,4,4,0,20,3,2,0.1608,0.1608,0.0,0.547837019,1.0,-250579779,0.063582432,True,True,icCutset,False,3,0.3,72,9478179[].aqua,3600,1,0,0,0.05,-1,-1,0,True,False,False,LP,Lazy,True,LP,,0.13812,139,13
215.0,0.00679636,21,0.078893661,0,0,862,0.197359324,0.98,0.0,0.01,0.98,0.175054073,0.087753064,0.975947134,0.562197208,0.616537872,BendRegOCT,8/08/2025 11:45,breast-cancer,,,9,9,0,38,2,2,0.752173285,0.752173285,0.0,10.02305603,5811.0,1530264017,0.046444984,True,True,icCutset,False,2,0.008,197,9478179[].aqua,3600,1,0,0,0.05,-1,-1,0,True,False,False,LP,Lazy,True,Dual Inspection,,0.132368,117,13
288.0,0.001731157,1,0.000547886,0,0,1436,1.17515707,,,,,,,,,,BendRegOCT,8/08/2025 11:44,balance-scale,,,4,4,0,20,3,2,0.2608,0.2608,0.0,0.073950052,1.0,-973405449,0.01657208,True,True,icCutset,False,1,0.2,2,9478179[].aqua,3600,1,0,0,0.05,-1,-1,0,True,False,False,LP,Lazy,True,LP,,0.11022,171,6
369.0,0.001641512,7,0.01533556,0,0,1376,1.312766552,0.6588,0.09,0.15,0.6588,0.122506142,0.198399445,0.65806,0.254081964,0.392457659,BendRegOCT,8/08/2025 11:44,balance-scale,,,4,4,0,20,3,2,0.5884,0.5884,0.0,0.337903976,39.0,1414111580,0.015557024,True,True,icCutset,False,1,0.001,24,9478179[].aqua,3600,1,0,0,0.05,-1,-1,0,True,False,False,LP,Lazy,True,LP,,0.114472,150,5
202.0,0.002571821,7,0.080482483,0,0,554,0.304603815,0.9905747,0.0,0.0,0.990574729,0.283267975,0.030217699,0.89313661,0.660513878,0.561756134,BendRegOCT,8/08/2025 11:44,breast-cancer,,,9,9,0,38,2,2,0.736062094,0.736062094,0.0,0.734997988,55.0,803437633,0.01435068,True,True,icCutset,False,1,0.0002,177,9478179[].aqua,3600,1,0,0,0.05,-1,-1,0,True,False,False,LP,Lazy,True,Dual Inspection,,0.116276,120,6
288.0,0.010993958,1,0.000616312,0,0,5922,18.73469567,,,,,,,,,,BendRegOCT,8/08/2025 11:45,balance-scale,,,4,4,0,20,3,2,0.1608,0.1608,0.0,0.915834904,1.0,-1486263718,0.057357232,True,True,icCutset,False,4,0.3,108,9478179[].aqua,3600,1,0,0,0.05,-1,-1,0,True,False,False,LP,Lazy,True,LP,,0.145904,168,23
1210.0,0.00298357,1,0.001309395,0,0,4492,0.458826303,0.8588981,0.24,0.52,0.858898148,0.415434122,0.833344813,0.85754784,0.637915134,1.258010399,BendRegOCT,8/08/2025 11:45,car_evaluation,,,6,6,0,19,4,2,0.696231481,0.696231481,0.0,1.424190044,37.0,-1465304283,0.095191,True,True,icCutset,False,1,0.004,309,9478179[].aqua,3600,1,0,0,0.05,-1,-1,0,True,False,False,LP,Lazy,True,Dual Inspection,,0.146108,26,4
196.0,0.00916028,7,0.66391921,0,0,554,0.446875334,0.7909747,0.0,0.0,0.790974729,0.770583153,0.08360541,0.716505064,1.338490963,0.899964094,BendRegOCT,8/08/2025 11:44,breast-cancer,,,9,9,0,38,2,2,0.607581227,0.607581227,0.0,1.703743935,157.0,189159435,0.018068432,True,True,icCutset,False,3,0.1,221,9478179[].aqua,3600,1,0,0,0.05,-1,-1,0,True,False,False,LP,Lazy,True,Dual Inspection,,0.119812,117,8
215.0,0.004847288,28,0.751866102,0,0,831,0.784600496,0.99,0.01,0.01,0.99,0.792346001,0.076186154,0.980619035,1.74081111,1.482709933,BendRegOCT,8/08/2025 11:44,breast-cancer,,,9,9,0,38,2,2,0.764173285,0.764173285,0.0,12.97534394,7067.0,-1725162940,0.04782312,True,True,icCutset,False,2,0.004,201,9478179[].aqua,3600,1,0,0,0.05,-1,-1,0,True,False,False,LP,Lazy,True,Dual Inspection,,0.135652,119,19
202.0,0.001739979,8,0.018223763,0,0,554,0.036941767,0.9893747,0.0,0.0,0.989374729,0.029475927,0.030217699,0.886330981,0.426669836,0.600091285,BendRegOCT,8/08/2025 11:44,breast-cancer,,,9,9,0,38,2,2,0.734862094,0.734862094,0.0,0.510319948,60.0,1786178794,0.014350728,True,True,icCutset,False,1,0.0008,171,9478179[].aqua,3600,1,0,0,0.05,-1,-1,0,True,False,False,LP,Lazy,True,Dual Inspection,,0.115476,137,5
215.0,0.005145311,28,0.253579855,0,0,841,0.125221252,0.998,0.01,0.01,0.998,0.293368816,0.085576369,0.997420738,0.539026976,0.424988793,BendRegOCT,8/08/2025 11:44,breast-cancer,,,9,9,0,38,2,2,0.773773285,0.773773285,0.0,12.35459995,7817.0,277021201,0.045452608,True,True,icCutset,False,2,0.0008,207,9478179[].aqua,3600,1,0,0,0.05,-1,-1,0,True,False,False,LP,Lazy,True,Dual Inspection,,0.133944,120,19
196.0,0.009046316,13,0.233863115,0,0,554,0.133346796,0.8309747,0.0,0.0,0.830974729,0.293595076,0.076197569,0.778979476,0.565932035,0.482259444,BendRegOCT,8/08/2025 11:44,breast-cancer,,,9,9,0,38,2,2,0.627581227,0.627581227,0.0,3.982956171,1496.0,-1510915550,0.023696872,True,True,icCutset,False,3,0.08,223,9478179[].aqua,3600,1,0,0,0.05,-1,-1,0,True,False,False,LP,Lazy,True,Dual Inspection,,0.129204,118,10
1210.0,0.002976656,3,0.019252539,0,0,4106,3.136823416,0.8268981,0.13,0.25,0.826898148,0.296231031,0.554067405,0.81260266,2.482472181,4.029481427,BendRegOCT,8/08/2025 11:45,car_evaluation,,,6,6,0,19,4,2,0.680231481,0.680231481,0.0,3.295222044,35.0,-206280118,0.070136208,True,True,icCutset,False,1,0.02,300,9478179[].aqua,3600,1,0,0,0.05,-1,-1,0,True,False,False,LP,Lazy,True,LP,,0.153208,32,10
196.0,0.004475832,1,0.000278473,0,0,554,0.073175192,0.5909747,0.0,0.01,0.590974729,0.032286882,0.056195636,0.516966807,0.438289881,0.615721645,BendRegOCT,8/08/2025 11:44,breast-cancer,,,9,9,0,38,2,2,0.507581227,0.507581227,0.0,0.442783833,8.0,-378158460,0.017041432,True,True,icCutset,False,2,0.2,183,9478179[].aqua,3600,1,0,0,0.05,-1,-1,0,True,False,False,LP,Lazy,True,Dual Inspection,,0.118132,139,6
1210.0,0.003121614,2,0.011418343,0,0,4224,0.42882514,0.8468981,0.21,0.44,0.846898148,0.365231037,0.725174571,0.845157516,0.724539042,1.443097619,BendRegOCT,8/08/2025 11:45,car_evaluation,,,6,6,0,19,4,2,0.690231481,0.690231481,0.0,1.461349964,37.0,-991748564,0.0902086,True,True,icCutset,False,1,0.01,303,9478179[].aqua,3600,1,0,0,0.05,-1,-1,0,True,False,False,LP,Lazy,True,Dual Inspection,,0.14794,33,5
196.0,0.015607834,1,0.000433207,0,0,1581,9.183474302,0.5909747,0.02,0.04,0.590974729,0.109112024,0.219399795,0.519660048,0.598963022,0.904235569,BendRegOCT,8/08/2025 11:44,breast-cancer,,,9,9,0,38,2,2,0.507581227,0.507581227,0.0,0.604369164,7.0,-1520205022,0.053480688,True,True,icCutset,False,4,0.2,254,9478179[].aqua,3600,1,0,0,0.05,-1,-1,0,True,False,False,LP,Lazy,True,LP,,0.129188,120,14
1210.0,0.00302577,1,0.001293182,0,0,4492,0.451056004,0.8268981,0.24,0.51,0.826898148,0.414685011,0.816465484,0.825620177,0.642870188,1.262644173,BendRegOCT,8/08/2025 11:45,car_evaluation,,,6,6,0,19,4,2,0.680231481,0.680231481,0.0,1.402266026,37.0,-178941549,0.095191048,True,True,icCutset,False,1,0.02,301,9478179[].aqua,3600,1,0,0,0.05,-1,-1,0,True,False,False,LP,Lazy,True,Dual Inspection,,0.148132,37,5
1210.0,0.00300312,2,0.012466669,0,0,4170,0.420820236,0.8656981,0.2,0.42,0.865698148,0.389246941,0.736596038,0.864251389,0.665540934,1.253668355,BendRegOCT,8/08/2025 11:45,car_evaluation,,,6,6,0,19,4,2,0.699631481,0.699631481,0.0,1.465618849,35.0,-30349095,0.089166264,True,True,icCutset,False,1,0.0006,317,9478179[].aqua,3600,1,0,0,0.05,-1,-1,0,True,False,False,LP,Lazy,True,Dual Inspection,,0.1413,33,5
1210.0,0.003031492,3,0.019794226,0,0,4223,3.62308526,0.8652981,0.17,0.31,0.865298148,0.374784946,0.663258519,0.851903569,2.41753602,4.04711029,BendRegOCT,8/08/2025 11:45,car_evaluation,,,6,6,0,19,4,2,0.699431481,0.699431481,0.0,3.251804829,35.0,1866533211,0.0726308,True,True,icCutset,False,1,0.0008,314,9478179[].aqua,3600,1,0,0,0.05,-1,-1,0,True,False,False,LP,Lazy,True,LP,,0.143368,40,10
1210.0,0.002938986,3,0.01913476,0,0,4340,3.083874464,0.8664981,0.1,0.26,0.866498148,0.315727949,0.590972432,0.857889931,2.264159918,4.030469508,BendRegOCT,8/08/2025 11:45,car_evaluation,,,6,6,0,19,4,2,0.700031481,0.700031481,0.0,3.075573921,37.0,-1050425648,0.074957656,True,True,icCutset,False,1,0.0002,320,9478179[].aqua,3600,1,0,0,0.05,-1,-1,0,True,False,False,LP,Lazy,True,LP,,0.153456,42,9
1210.0,0.00293231,1,0.001293898,0,0,4037,3.121539593,0.7068981,0.12,0.31,0.706898148,0.306647062,0.596519177,0.69464892,2.816751003,4.50415471,BendRegOCT,8/08/2025 11:45,car_evaluation,,,6,6,0,19,4,2,0.620231481,0.620231481,0.0,3.241170168,33.0,929204359,0.068697288,True,True,icCutset,False,1,0.08,294,9478179[].aqua,3600,1,0,0,0.05,-1,-1,0,True,False,False,LP,Lazy,True,LP,,0.141008,68,9
1210.0,0.002992392,3,0.019134998,0,0,4340,3.196278334,0.8660981,0.1,0.26,0.866098148,0.316179991,0.590986365,0.856658044,2.288663864,3.944653238,BendRegOCT,8/08/2025 11:45,car_evaluation,,,6,6,0,19,4,2,0.699831481,0.699831481,0.0,3.126836061,37.0,666464546,0.074957624,True,True,icCutset,False,1,0.0004,318,9478179[].aqua,3600,1,0,0,0.05,-1,-1,0,True,False,False,LP,Lazy,True,LP,,0.153352,43,9
1210.0,0.002974987,3,0.019658566,0,0,4340,3.143078327,0.8628981,0.14,0.33,0.862898148,8.617240191,0.668027901,0.854350212,10.98872709,4.03763751,BendRegOCT,8/08/2025 11:45,car_evaluation,,,6,6,0,19,4,2,0.698231481,0.698231481,0.0,11.85146308,37.0,1855599295,0.074957704,True,True,icCutset,False,1,0.002,310,9478179[].aqua,3600,1,0,0,0.05,-1,-1,0,True,False,False,LP,Lazy,True,LP,,0.146172,58,9
1210.0,0.002940416,2,0.011505604,0,0,4224,0.419744492,0.8628981,0.2,0.43,0.862898148,0.377425909,0.732863682,0.860655671,0.798297882,1.555918843,BendRegOCT,8/08/2025 11:45,car_evaluation,,,6,6,0,19,4,2,0.698231481,0.698231481,0.0,1.508205891,36.0,549592146,0.090208568,True,True,icCutset,False,1,0.002,311,9478179[].aqua,3600,1,0,0,0.05,-1,-1,0,True,False,False,LP,Lazy,True,Dual Inspection,,0.136008,63,5
63.0,0.000897884,9,0.005225658,0,0,258,0.185382366,0.559697,0.0,0.01,0.55969697,0.017165184,0.015583198,0.525171911,0.064062119,0.06157225,BendRegOCT,8/08/2025 11:46,hayes-roth,,,4,4,0,15,3,2,0.324848485,0.324848485,0.0,0.081125021,27.0,-2023840444,0.003440248,True,True,icCutset,False,1,0.08,438,9478179[].aqua,3600,1,0,0,0.05,-1,-1,0,True,False,False,LP,Lazy,True,LP,,0.111448,15,3
1210.0,0.002969027,2,0.014353752,0,0,4340,3.080833197,0.8548981,0.14,0.33,0.854898148,0.342308998,0.651069735,0.841235918,2.45175004,4.343040827,BendRegOCT,8/08/2025 11:45,car_evaluation,,,6,6,0,19,4,2,0.694231481,0.694231481,0.0,3.202775955,37.0,-1443054246,0.07533672,True,True,icCutset,False,1,0.006,306,9478179[].aqua,3600,1,0,0,0.05,-1,-1,0,True,False,False,LP,Lazy,True,LP,,0.148284,78,9
1210.0,0.002995968,3,0.019129992,0,0,4340,3.119143248,0.8588981,0.15,0.35,0.858898148,0.363471031,0.688876731,0.849751415,2.52599287,4.404528938,BendRegOCT,8/08/2025 11:45,car_evaluation,,,6,6,0,19,4,2,0.696231481,0.696231481,0.0,3.284589052,37.0,-514605661,0.074957688,True,True,icCutset,False,1,0.004,308,9478179[].aqua,3600,1,0,0,0.05,-1,-1,0,True,False,False,LP,Lazy,True,LP,,0.1569,84,9
1210.0,0.003027678,2,0.010914803,0,0,4090,3.575032711,0.7868981,0.12,0.25,0.786898148,0.281513929,0.546808205,0.781704282,1.142677784,2.084146512,BendRegOCT,8/08/2025 11:45,car_evaluation,,,6,6,0,19,4,2,0.660231481,0.660231481,0.0,1.796770811,37.0,-1177617572,0.07166536,True,True,icCutset,False,1,0.04,298,9478179[].aqua,3600,1,0,0,0.05,-1,-1,0,True,False,False,LP,Lazy,True,LP,,0.14586,86,9
63.0,0.000919104,7,0.004031181,0,0,282,0.257147789,0.599697,0.0,0.0,0.59969697,0.016881943,0.015926982,0.567931141,0.068188906,0.069752841,BendRegOCT,8/08/2025 11:46,hayes-roth,,,4,4,0,15,3,2,0.364848485,0.364848485,0.0,0.087949038,29.0,849215959,0.003962984,True,True,icCutset,False,1,0.06,440,9478179[].aqua,3600,1,0,0,0.05,-1,-1,0,True,False,False,LP,Lazy,True,LP,,0.109144,30,3
63.0,0.000926733,4,0.001836777,0,0,438,0.027025223,0.718097,0.0,0.01,0.71809697,0.020730019,0.02349242,0.661673359,0.097191095,0.118550376,BendRegOCT,8/08/2025 11:46,hayes-roth,,,4,4,0,15,3,2,0.483248485,0.483248485,0.0,0.116271019,24.0,119527820,0.00562776,True,True,icCutset,False,1,0.0008,459,9478179[].aqua,3600,1,0,0,0.05,-1,-1,0,True,False,False,LP,Lazy,True,Dual Inspection,,0.110056,19,3
288.0,0.114786386,1,0.429187298,0,0,3065,5.380995512,,,,,,,,,,BendRegOCT,8/08/2025 11:46,balance-scale,,,4,4,0,20,3,2,0.2608,0.2608,0.0,2.947735071,1.0,-1077162016,0.053763168,True,True,icCutset,False,2,0.2,39,9478179[].aqua,3600,1,0,0,0.05,-1,-1,0,True,False,False,LP,Lazy,True,Dual Inspection,,0.123988,264,9
63.0,0.000906944,8,0.004251957,0,0,290,0.25515151,0.718097,0.0,0.0,0.71809697,0.01580596,0.014942844,0.688888215,0.060909033,0.060650568,BendRegOCT,8/08/2025 11:46,hayes-roth,,,4,4,0,15,3,2,0.483248485,0.483248485,0.0,0.079931021,27.0,-980272890,0.004060528,True,True,icCutset,False,1,0.0008,458,9478179[].aqua,3600,1,0,0,0.05,-1,-1,0,True,False,False,LP,Lazy,True,LP,,0.109056,37,3
288.0,0.131134748,1,0.585869551,0,0,1342,0.911262751,,,,,,,,,,BendRegOCT,8/08/2025 11:46,balance-scale,,,4,4,0,20,3,2,0.1608,0.1608,0.0,0.702251911,1.0,275370971,0.01577556,True,True,icCutset,False,1,0.3,0,9478179[].aqua,3600,1,0,0,0.05,-1,-1,0,True,False,False,LP,Lazy,True,LP,,0.109412,256,6
63.0,0.000930071,4,0.001805782,0,0,451,0.027273893,0.703697,0.01,0.01,0.70369697,0.017477036,0.022712579,0.661833613,0.106764078,0.136176354,BendRegOCT,8/08/2025 11:46,hayes-roth,,,4,4,0,15,3,2,0.468848485,0.468848485,0.0,0.126654148,29.0,636551970,0.00507004,True,True,icCutset,False,1,0.008,449,9478179[].aqua,3600,1,0,0,0.05,-1,-1,0,True,False,False,LP,Lazy,True,Dual Inspection,,0.10996,62,4
1344.0,0.006517649,9,0.162862301,0,0,12118,4.153517962,0.9897961,0.24,0.53,0.989796065,0.823641062,1.779182201,0.987806671,4.29847312,9.018431395,BendRegOCT,8/08/2025 11:46,car_evaluation,,,6,6,0,19,4,2,0.777177778,0.777177778,0.0,47.65430212,1222.0,11050967,0.416930296,True,True,icCutset,False,2,0.0002,357,9478179[].aqua,3600,1,0,0,0.05,-1,-1,0,True,False,False,LP,Lazy,True,Dual Inspection,,0.254448,86,52
63.0,0.000852346,4,0.001807451,0,0,438,0.026436329,0.719297,0.01,0.01,0.71929697,0.020099163,0.023493036,0.662873359,0.095635176,0.118552248,BendRegOCT,8/08/2025 11:46,hayes-roth,,,4,4,0,15,3,2,0.484448485,0.484448485,0.0,0.114411116,24.0,2090151950,0.005627792,True,True,icCutset,False,1,0.0002,465,9478179[].aqua,3600,1,0,0,0.05,-1,-1,0,True,False,False,LP,Lazy,True,Dual Inspection,,0.110144,59,3
86.0,0.004209757,43,0.059396267,0,0,1149,0.11685729,0.82,0.01,0.02,0.82,0.08684206,0.144822274,0.79271259,0.767127991,1.460287015,BendRegOCT,8/08/2025 11:47,hayes-roth,,,4,4,0,15,3,2,0.411515152,0.411515152,0.0,22.17931199,7594.0,2072161337,0.03965956,True,True,icCutset,False,3,0.06,513,9478179[].aqua,3600,1,0,0,0.05,-1,-1,0,True,False,False,LP,Lazy,True,Dual Inspection,,0.139504,52,25
76.0,0.004802465,40,0.05597806,0,0,1023,0.11225915,0.76,0.01,0.02,0.76,0.072340012,0.118377483,0.710449713,0.805345058,1.464506608,BendRegOCT,8/08/2025 11:47,hayes-roth,,,4,4,0,15,3,2,0.335757576,0.335757576,0.0,26.40364909,4260.0,-841555316,0.036163984,True,True,icCutset,False,3,0.08,511,9478179[].aqua,3600,1,0,0,0.05,-1,-1,0,True,False,False,LP,Lazy,True,Dual Inspection,,0.136824,52,22
1210.0,0.003273487,1,0.001299381,0,0,4259,0.429932833,0.8666981,0.23,0.47,0.866698148,0.437448025,0.755332055,0.864696798,1.015280008,1.584544812,BendRegOCT,8/08/2025 11:47,car_evaluation,,,6,6,0,19,4,2,0.700131481,0.700131481,0.0,1.709486008,35.0,1112637060,0.090882072,True,True,icCutset,False,1,0.0001,323,9478179[].aqua,3600,1,0,0,0.05,-1,-1,0,True,False,False,LP,Lazy,True,Dual Inspection,,0.137508,135,6
225.0,0.003787041,1,0.000755548,0,0,1470,1.181793928,,,,,,,,,,BendRegOCT,8/08/2025 11:47,house-votes-84,,,16,16,0,16,2,2,0.809827586,0.809827586,0.0,0.032394171,1.0,-1103298842,0.019688608,True,True,icCutset,False,2,0.08,618,9478179[].aqua,3600,1,0,0,0.05,-1,-1,0,True,False,False,LP,Lazy,True,LP,,0.112048,22,4
1210.0,1.149617195,8,0.16513133,0,0,13196,13.94231844,0.793534,6.49,0.61,0.793533951,8.33278203,2.131102418,0.791801674,10.90763712,5.310536042,BendRegOCT,8/08/2025 11:46,car_evaluation,,,6,6,0,19,4,2,0.640231481,0.640231481,0.0,62.43127418,635.0,911911615,0.381209928,True,True,icCutset,False,2,0.06,332,9478179[].aqua,3600,1,0,0,0.05,-1,-1,0,True,False,False,LP,Lazy,True,LP,,0.2268,149,69
1210.0,0.005987406,1,0.0014956,0,0,1728,2.741168976,,,,,,,,,,BendRegOCT,8/08/2025 11:47,car_evaluation,,,6,6,0,19,4,2,0.400231481,0.400231481,0.0,0.034164906,1.0,-1365894638,0.045663096,True,True,icCutset,False,2,0.3,324,9478179[].aqua,3600,1,0,0,0.05,-1,-1,0,True,False,False,LP,Lazy,True,LP,,0.112616,152,7
