CART Obj,CART Runtime,Benders Cuts - Cuts Added,Benders Cuts - Time,Solution Polishing - Solutions Found,Solution Polishing - Time,Path Bound Cutting Planes - Cuts Added,Path Bound Cutting Planes - Time,Cut Set Callback - Cuts Added,Cut Set Callback - Time,Cut Set Initial Cuts - Cuts,Cut Set Initial Cuts - Time,Initial Root Relaxation - Obj,Initial Root Relaxation - Time,Initial Root Relaxation - Work,Presolve Relaxation - Obj,Presolve Relaxation - Time,Presolve Relaxation - Work,Final Root Relaxation - Obj,Final Root Relaxation - Time,Final Root Relaxation - Work,Model,Begin Opt Time,Dataset,Encoding,Buckets,|F|,|F^C|,|F^N|,|F^B|,|K|,Model Status,Objective,Bound,Gap,Solve Time,Node Count,Fingerprint,Memory Usage,Warmstart,Polish Warmstart,Results Directory,Compare Relaxations,depth,lambda,Subjob id,Array Job id,TimeLimit,Threads,MIPGap,MIPFocus,Heuristics,NodeMethod,Method,Seed,NodeLimit,Benders Cuts-Enabled,Benders Cuts-Enhanced Cuts,Solution Polishing-Enabled,Solution Polishing-Check Validity,Leaf Bound-Enabled,Path Bound Cutting Planes-Enabled,Path Bound Cutting Planes-Endpoint Only,Path Bound Cutting Planes-Cut Type,Path Bound Cutting Planes-Bound Negative Samples,Path Bound Cutting Planes-Bound Structure,Path Bound Cutting Planes-Minimum Support,Cut Set Callback-Enabled,Cut Set Callback-Solution Method,Cut Set Callback-Cut Type,Cut Set Initial Cuts-Enabled,Cut Set Initial Cuts-Solution Method,Memory,Walltime,CPUtime
0.9578275862068966,0.0372247695922851,1050,0.4494140148162842,0,0.0038545131683349,220,0.0270335674285888,0,0,0,0,0.994,0.11,0.0,0.9849999999999974,1.0130579471588137,0.014226359282032,0.9782828126054368,1.062952995300293,0.0378070017889071,BendRegOCT,2025-08-24 20:34:01,house-votes-84,,,16,16,0,16,2,2,0.957827586206896,0.957827586206896,0.0,1.2297208309173584,142.0,1426269759,0.016626448,True,True,PBCPBaselineAll,False,3,0.006,253,11043774[].aqua,3600,1,0,0,0.05,-1,-1,0,inf,True,False,True,False,False,True,False,Lazy,True,True,False,False,LP,Lazy,False,LP,0.09746,61,6
0.7112903225806451,0.0935378074645996,657,0.428410530090332,0,0.0028512477874755,258,0.0340425968170166,0,0,0,0,0.96,0.07,0.0,0.919999999999999,0.999825954437256,0.0050169126210344,0.8666676666666658,1.0295259952545166,0.0130947562087115,BendRegOCT,2025-08-24 20:34:01,monk1,,,6,6,0,15,2,2,0.711290322580645,0.711290322580645,0.0,1.232084035873413,223.0,-135511802,0.009313512,True,True,PBCPBaselineAll,False,3,0.04,364,11043774[].aqua,3600,1,0,0,0.05,-1,-1,0,inf,True,False,True,False,False,True,True,Lazy,True,True,False,False,LP,Lazy,False,LP,0.104452,53,9
0.8812903225806451,0.0936179161071777,602,0.4250092506408691,0,0.0026664733886718,396,0.046072244644165,0,0,0,0,0.994,0.07,0.0,0.9879999999999992,0.9954540729522704,0.0030032946798868,0.9789999999999992,1.0293090343475342,0.0216383427062601,BendRegOCT,2025-08-24 20:34:01,monk1,,,6,6,0,15,2,2,0.8812903225806449,0.8812903225806449,0.0,1.2391018867492676,280.0,1971388429,0.008194208,True,True,PBCPBaselineAll,False,3,0.006,373,11043774[].aqua,3600,1,0,0,0.05,-1,-1,0,inf,True,False,True,False,False,True,False,Lazy,True,True,False,False,LP,Lazy,False,LP,0.104612,52,9
0.6013017751479289,0.0359477996826171,1032,0.4539642333984375,3,0.0123217105865478,196,0.0246860980987548,0,0,0,0,0.98,0.11,0.0,0.960000000000002,0.9981708526611328,0.0119084117866536,0.9532375316990724,1.0159859657287598,0.0227659718771731,BendRegOCT,2025-08-24 20:34:01,monk2,,,6,6,0,15,2,2,0.625562130177515,0.625562130177515,0.0,1.22259783744812,155.0,1764251637,0.013387552,True,True,PBCPBaselineAll,False,3,0.02,426,11043774[].aqua,3600,1,0,0,0.05,-1,-1,0,inf,True,False,True,False,False,True,True,Lazy,True,True,False,False,LP,Lazy,False,LP,0.1039,53,8
0.6777278106508875,0.0358021259307861,1076,0.4540390968322754,2,0.0177626609802246,418,0.0536201000213623,0,0,0,0,0.992,0.11,0.0,0.9840000000000018,0.9982950687408448,0.0100377880768272,0.9810414201183448,1.016045093536377,0.0235257697134519,BendRegOCT,2025-08-24 20:34:01,monk2,,,6,6,0,15,2,2,0.7013964497041424,0.7013964497041424,0.0,1.4696431159973145,324.0,1809215035,0.013738792,True,True,PBCPBaselineAll,False,3,0.008,431,11043774[].aqua,3600,1,0,0,0.05,-1,-1,0,inf,True,False,True,False,False,True,False,Lazy,True,True,False,False,LP,Lazy,False,LP,0.103968,53,8
0.9701379310344828,0.0372533798217773,1133,0.4656386375427246,2,0.0049943923950195,418,0.0501148700714111,0,0,0,0,0.999,0.11,0.0,0.997499999999997,1.013070821762085,0.0159064097281012,0.9961666666666636,1.0773048400878906,0.061155192230019,BendRegOCT,2025-08-24 20:34:01,house-votes-84,,,16,16,0,16,2,2,0.9714482758620684,0.9714482758620684,0.0,1.4228839874267578,326.0,-1946020345,0.02244148,True,True,PBCPBaselineAll,False,3,0.001,259,11043774[].aqua,3600,1,0,0,0.05,-1,-1,0,inf,True,False,True,False,False,True,False,Lazy,True,True,False,False,LP,Lazy,False,LP,0.09852,61,6
0.5738709677419355,0.0360529422760009,617,0.4400017261505127,0,0.002333641052246,452,0.0609173774719238,0,0,0,0,0.92,0.11,0.0,0.8399999999999993,0.986419916152954,0.0071115698309271,0.7150193710413916,1.1749248504638672,0.1750575181669293,BendRegOCT,2025-08-24 20:34:01,monk1,,,6,6,0,15,2,2,0.5738709677419354,0.5738709677419354,0.0,1.530547857284546,356.0,-811891,0.01254644,True,True,PBCPBaselineAll,False,4,0.08,390,11043774[].aqua,3600,1,0,0,0.05,-1,-1,0,inf,True,False,True,False,False,True,True,Lazy,True,True,False,False,LP,Lazy,False,LP,0.103888,56,8
0.5738709677419355,0.0935540199279785,627,0.4250822067260742,0,0.0029692649841308,176,0.0212743282318115,0,0,0,0,0.92,0.07,0.0,0.8399999999999991,0.9997859001159668,0.0058255387836558,0.8129953917050683,1.0276539325714111,0.015283095197344,BendRegOCT,2025-08-24 20:34:01,monk1,,,6,6,0,15,2,2,0.5738709677419354,0.5738709677419354,0.0,1.1727588176727295,140.0,-1417479084,0.008819768,True,True,PBCPBaselineAll,False,3,0.08,360,11043774[].aqua,3600,1,0,0,0.05,-1,-1,0,inf,True,False,True,False,False,True,True,Lazy,True,True,False,False,LP,Lazy,False,LP,0.104588,54,9
0.8498275862068966,0.0373616218566894,469,0.4284365177154541,0,0.0007464885711669,4,0.0010476112365722,0,0,0,0,0.94,0.11,0.0,0.8670689655172388,1.0063910484313965,0.0082034229390784,0.8592564655172394,1.008965015411377,0.0103070389216208,BendRegOCT,2025-08-24 20:34:01,house-votes-84,,,16,16,0,16,2,2,0.8498275862068962,0.8498275862068962,0.0,1.0308971405029297,1.0,456049342,0.003759928,True,True,PBCPBaselineAll,False,4,0.06,273,11043774[].aqua,3600,1,0,0,0.05,-1,-1,0,inf,True,False,True,False,False,True,False,Lazy,True,True,False,False,LP,Lazy,False,LP,0.0981,59,6
0.9538275862068966,0.0373721122741699,1018,0.4562852382659912,0,0.0040771961212158,328,0.0516934394836425,0,0,0,0,0.992,0.11,0.0,0.979999999999997,1.0062010288238523,0.0114703608863052,0.9710651340996138,1.0645499229431152,0.0500589572362299,BendRegOCT,2025-08-24 20:34:01,house-votes-84,,,16,16,0,16,2,2,0.953827586206896,0.953827586206896,0.0,1.2950689792633057,195.0,438404838,0.012909368,True,True,PBCPBaselineAll,False,4,0.008,280,11043774[].aqua,3600,1,0,0,0.05,-1,-1,0,inf,True,False,True,False,False,True,True,Lazy,True,True,False,False,LP,Lazy,False,LP,0.09782,58,6
0.541301775147929,0.0358307361602783,916,0.4457757472991943,0,0.0031218528747558,144,0.0189266204833984,0,0,0,0,0.92,0.11,0.0,0.8400000000000049,0.9983561038970948,0.0115685407293006,0.8123865877712079,1.015919208526611,0.0213158874931912,BendRegOCT,2025-08-24 20:34:01,monk2,,,6,6,0,15,2,2,0.5413017751479293,0.5413017751479293,0.0,1.1539971828460691,121.0,1244273035,0.011737512,True,True,PBCPBaselineAll,False,3,0.08,420,11043774[].aqua,3600,1,0,0,0.05,-1,-1,0,inf,True,False,True,False,False,True,True,Lazy,True,True,False,False,LP,Lazy,False,LP,0.103924,54,8
0.9733379310344829,0.0373129844665527,1216,0.4605708122253418,2,0.0050506591796875,562,0.0667848587036132,0,0,0,0,0.9998,0.11,0.0,0.999499999999997,1.0131990909576416,0.0159005797081012,0.9992333333333302,1.063122034072876,0.0456168757358059,BendRegOCT,2025-08-24 20:34:01,house-votes-84,,,16,16,0,16,2,2,0.9770482758620684,0.9770482758620684,0.0,1.558980941772461,435.0,-1714177057,0.018496888,True,True,PBCPBaselineAll,False,3,0.0002,267,11043774[].aqua,3600,1,0,0,0.05,-1,-1,0,inf,True,False,True,False,False,True,False,Lazy,True,True,False,False,LP,Lazy,False,LP,0.098352,60,6
