CART Obj,CART Runtime,Benders Cuts - Cuts Added,Benders Cuts - Time,Minimum Node Support - Cuts Added,Minimum Node Support - Time,Solution Polishing - Solutions Found,Solution Polishing - Time,Path Bound Cutting Planes - Cuts Added,Path Bound Cutting Planes - Time,Cut Set Callback - Cuts Added,Cut Set Callback - Time,Cut Set Initial Cuts - Cuts,Cut Set Initial Cuts - Time,EQP Initial Cuts - Cuts,EQP Initial Cuts - Time,Initial Root Relaxation - Obj,Initial Root Relaxation - Time,Initial Root Relaxation - Work,Presolve Relaxation - Obj,Presolve Relaxation - Time,Presolve Relaxation - Work,Final Root Relaxation - Obj,Final Root Relaxation - Time,Final Root Relaxation - Work,Model,Begin Opt Time,Dataset,Encoding,Buckets,|F|,|F^C|,|F^N|,|F^B|,|K|,Model Status,Objective,Bound,Gap,Solve Time,Node Count,Fingerprint,Memory Usage,Warmstart,Polish Warmstart,Results Directory,Compare Relaxations,depth,lambda,Subjob id,Array Job id,TimeLimit,Threads,MIPGap,MIPFocus,Heuristics,NodeMethod,Method,Seed,NodeLimit,Benders Cuts-Enabled,Benders Cuts-Enhanced Cuts,Benders Cuts-EC Level,Minimum Node Support-Enabled,Solution Polishing-Enabled,Solution Polishing-Check Validity,Leaf Bound-Enabled,Leaf Bound-EQP Bound,Leaf Bound-FlowOCT Bound,Leaf Bound-BendOCT Bound,Path Bound Cutting Planes-Enabled,Path Bound Cutting Planes-Endpoint Only,Path Bound Cutting Planes-Cut Type,Path Bound Cutting Planes-Bound Negative Samples,Path Bound Cutting Planes-Bound Structure,Path Bound Cutting Planes-Cut Focus,Cut Set Callback-Enabled,Cut Set Callback-Solution Method,Cut Set Callback-Cut Type,Cut Set Initial Cuts-Enabled,Cut Set Initial Cuts-Solution Method,EQP Initial Cuts-Enabled,EQP Initial Cuts-Features Removed,EQP Initial Cuts-H Variant,EQP Initial Cuts-Disaggregate Alpha,EQP Initial Cuts-Group Selection,Memory,Walltime,CPUtime
0.4416,0.0291690826416015,4059,0.2803869247436523,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0.15,0.0,0.8000000000000089,1.2729110717773438,0.021219551914107,0.7665000000000077,1.3530230522155762,0.0839908305407262,BendRegOCT,2025-09-23 16:15:41,balance-scale,,,4,4,0,20,3,2,0.4416000000000001,0.4416000000000001,0.0,18.91030502319336,1561.0,1738127967,0.041793728,True,True,EnhancedCuts,False,3,0.08,0,12811232[].aqua,3600,1,0,0,0.05,-1,-1,0,inf,True,True,1,False,False,False,False,False,False,False,False,True,Lazy,False,False,Samples,False,LP,Lazy,False,LP,False,0,Chain,False,False,0.126228,94,22
0.9618275862068966,0.0284638404846191,2162,0.1862044334411621,0,0,0,0,0,0,0,0,0,0,0,0,0.996,0.15,0.0,0.9899999999999968,1.3254549503326416,0.0093849811447176,0.9866666666666636,1.3779559135437012,0.0400049994499936,BendRegOCT,2025-09-23 16:15:41,house-votes-84,,,16,16,0,16,2,2,0.961827586206896,0.961827586206896,0.0,20.469268083572388,11006.0,-198688087,0.03964168,True,True,EnhancedCuts,False,3,0.004,254,12811232[].aqua,3600,1,0,0,0.05,-1,-1,0,inf,True,True,1,False,False,False,False,False,False,False,False,True,Lazy,False,False,Samples,False,LP,Lazy,False,LP,False,0,Chain,False,False,0.142516,45,23
0.3357575757575758,0.0040292739868164,1748,0.0828676223754882,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0.0,0.0,0.8399999999999993,0.014240026473999,0.0036641363096479,0.7799999999999994,0.0406708717346191,0.0243955209758952,BendRegOCT,2025-09-23 16:15:45,hayes-roth,,,4,4,0,15,3,2,0.3357575757575757,0.3357575757575757,0.0,15.923460960388184,8329.0,-1539734941,0.025606856,True,True,EnhancedCuts,False,3,0.08,180,12811232[].aqua,3600,1,0,0,0.05,-1,-1,0,inf,True,True,1,False,False,False,False,False,False,False,False,True,Lazy,False,False,Samples,False,LP,Lazy,False,LP,False,0,Chain,False,False,0.123248,95,20
0.4115151515151515,0.0042047500610351,1684,0.0871121883392334,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0.0,0.0,0.8799999999999992,0.0146119594573974,0.0036044776294464,0.8496969696969688,0.0297479629516601,0.0159308060292012,BendRegOCT,2025-09-23 16:15:45,hayes-roth,,,4,4,0,15,3,2,0.4115151515151514,0.4115151515151514,0.0,15.516242027282717,9224.0,-1891424788,0.024796392,True,True,EnhancedCuts,False,3,0.06,183,12811232[].aqua,3600,1,0,0,0.05,-1,-1,0,inf,True,True,2,False,False,False,False,False,False,False,False,True,Lazy,False,False,Samples,False,LP,Lazy,False,LP,False,0,Chain,False,False,0.126844,94,19
0.9012903225806452,0.0041468143463134,1448,0.0667827129364013,0,0,0,0,0,0,0,0,0,0,0,0,0.998,0.0,0.0,0.9959999999999992,0.0143439769744873,0.002680139622659,0.9951111111111104,0.0246579647064209,0.0109311362156467,BendRegOCT,2025-09-23 16:15:58,monk1,,,6,6,0,15,2,2,0.905354838709677,0.905354838709677,0.0,6.818497896194458,4240.0,528027784,0.021717864,True,True,EnhancedCuts,False,3,0.002,376,12811232[].aqua,3600,1,0,0,0.05,-1,-1,0,inf,True,True,1,False,False,False,False,False,False,False,False,True,Lazy,False,False,Samples,False,LP,Lazy,False,LP,False,0,Chain,False,False,0.126008,15,10
0.6202314814814816,0.0314836502075195,13148,0.7452051639556885,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0.15,0.0,0.7972762345679152,1.3921799659729004,0.1786864095559258,0.7925868055555687,1.4742848873138428,0.2760209934059449,BendRegOCT,2025-09-23 16:15:41,car_evaluation,,,6,6,0,19,4,2,0.6202314814814831,0.6202314814814831,0.0,21.69634199142456,488.0,-729599381,0.118728864,True,True,EnhancedCuts,False,4,0.08,151,12811232[].aqua,3600,1,0,0,0.05,-1,-1,0,inf,True,True,2,False,False,False,False,False,False,False,False,True,Lazy,False,False,Samples,False,LP,Lazy,False,LP,False,0,Chain,False,False,0.195336,95,24
0.6202314814814816,0.0315363407135009,13213,0.670414924621582,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0.15,0.0,0.7972762345679152,1.3917548656463623,0.1786864095559258,0.7925868055555687,1.4745588302612305,0.2760209934059449,BendRegOCT,2025-09-23 16:15:41,car_evaluation,,,6,6,0,19,4,2,0.6202314814814831,0.6202314814814831,0.0,23.9725079536438,499.0,-729599381,0.122667256,True,True,EnhancedCuts,False,4,0.08,150,12811232[].aqua,3600,1,0,0,0.05,-1,-1,0,inf,True,True,1,False,False,False,False,False,False,False,False,True,Lazy,False,False,Samples,False,LP,Lazy,False,LP,False,0,Chain,False,False,0.187804,96,26
0.6475812274368231,0.0103964805603027,3384,0.2221088409423828,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0.03,0.0,0.8703730445246748,0.2097001075744629,0.0095827394468853,0.8691696750902584,0.2485201358795166,0.0218290554558628,BendRegOCT,2025-09-23 16:15:45,breast-cancer,,,9,9,0,38,2,2,0.6475812274368231,0.6475812274368231,0.0,24.742537021636963,2342.0,307988484,0.041830744,True,True,EnhancedCuts,False,3,0.06,62,12811232[].aqua,3600,1,0,0,0.05,-1,-1,0,inf,True,True,1,False,False,False,False,False,False,False,False,True,Lazy,False,False,Samples,False,LP,Lazy,False,LP,False,0,Chain,False,False,0.147892,105,30
0.9012903225806452,0.0041077136993408,1408,0.0649480819702148,0,0,0,0,0,0,0,0,0,0,0,0,0.998,0.0,0.0,0.9959999999999992,0.014305830001831,0.002680139622659,0.9951111111111104,0.0253300666809082,0.0109311362156467,BendRegOCT,2025-09-23 16:16:07,monk1,,,6,6,0,15,2,2,0.905354838709677,0.905354838709677,0.0,5.672276973724365,3521.0,528027784,0.02175924,True,True,EnhancedCuts,False,3,0.002,377,12811232[].aqua,3600,1,0,0,0.05,-1,-1,0,inf,True,True,2,False,False,False,False,False,False,False,False,True,Lazy,False,False,Samples,False,LP,Lazy,False,LP,False,0,Chain,False,False,0.122,10,8
0.4115151515151515,0.0042798519134521,1814,0.0920255184173584,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0.0,0.0,0.8799999999999992,0.014495849609375,0.0036044776294464,0.8496969696969688,0.0291719436645507,0.0159308060292012,BendRegOCT,2025-09-23 16:15:47,hayes-roth,,,4,4,0,15,3,2,0.4115151515151514,0.4115151515151514,0.0,29.43736982345581,13934.0,-1891424788,0.023303576,True,True,EnhancedCuts,False,3,0.06,182,12811232[].aqua,3600,1,0,0,0.05,-1,-1,0,inf,True,True,1,False,False,False,False,False,False,False,False,True,Lazy,False,False,Samples,False,LP,Lazy,False,LP,False,0,Chain,False,False,0.124704,104,33
