Accuracy,Worst Class Accuracy,Average Leaf Depth,Max Leaf Depth,Leaves Used,CART Obj,CART Runtime,Benders Cuts - Cuts Added,Benders Cuts - Time,Solution Polishing - Solutions Found,Solution Polishing - Time,EQP Initial Cuts - Auxiliary Vars,EQP Initial Cuts - Cuts,EQP Initial Cuts - Time,Initial Root Relaxation - Obj,Initial Root Relaxation - Time,Initial Root Relaxation - Work,Presolve Relaxation - Obj,Presolve Relaxation - Time,Presolve Relaxation - Work,Final Root Relaxation - Obj,Final Root Relaxation - Time,Final Root Relaxation - Work,Model,Begin Opt Time,Dataset,Encoding,Buckets,|F|,|F^C|,|F^N|,|F^B|,|K|,Model Status,Objective,Bound,Gap,Solve Time,Node Count,Fingerprint,Memory Usage,Warmstart,Polish Warmstart,Results Directory,Compare Relaxations,depth,lambda,Subjob id,Array Job id,TimeLimit,Threads,MIPGap,MIPFocus,Heuristics,NodeMethod,Method,Seed,Presolve,NodeLimit,Benders Cuts-Enabled,Benders Cuts-Enhanced Cuts,Benders Cuts-Relax w,Benders Cuts-EC Level,Solution Polishing-Enabled,Solution Polishing-Check Validity,Solution Polishing-Use Cache,EQP Initial Cuts-Enabled,EQP Initial Cuts-Features Removed,EQP Initial Cuts-H Variant,EQP Initial Cuts-Disaggregate Alpha,EQP Initial Cuts-Group Selection,EQP Initial Cuts-Ignore Dataset Check,EQP Initial Cuts-Filter Dominated,EQP Initial Cuts-Beta Dependence,Memory,Walltime,CPUtime
73.78277153558052,72.64150943396227,1.6666666666666667,2,3,0.7140074906367042,0.0117368698120117,1902,0.179365873336792,0,0,0,0,0,0.92,0.0,0.0,0.7659997235150501,0.0536260604858398,0.0225488355309061,0.7163286868686906,0.1000699996948242,0.0607957551088058,BendWorstOCT,2026-07-09 19:05:21,spect,,,22,22,0,22,2,2,0.4864150943396238,0.4864150943396237,0.0,4.919595003128052,1301.0,-1599865441,0.019691336,True,False,Baseline,False,4,0.08,75,23560093[].aqua,3600,1,0,0,0.05,-1,-1,0,-1,inf,True,False,False,1,False,False,True,False,0,Chain,False,False,False,False,False,0.134604,11,9
73.78277153558052,72.64150943396227,1.6666666666666667,2,3,0.7340074906367042,0.0108792781829833,1968,0.1583409309387207,0,0,0,0,0,0.94,0.0,0.0,0.8225396145610324,0.0463390350341796,0.0236179924530953,0.7446472794374753,0.136476993560791,0.1094123883147955,BendWorstOCT,2026-07-09 19:05:22,spect,,,22,22,0,22,2,2,0.5464150946489084,0.5464150946489081,0.0,15.22988486289978,3205.0,151218061,0.033453872,True,False,Baseline,False,4,0.06,76,23560093[].aqua,3600,1,0,0,0.05,-1,-1,0,-1,inf,True,False,False,1,False,False,True,False,0,Chain,False,False,False,False,False,0.142164,21,19
79.7752808988764,79.71698113207547,2.6,3,5,0.7840074906367042,0.0053827762603759,2406,0.2364773750305175,0,0,0,0,0,0.99,0.0,0.0,0.9056654676259028,0.0720961093902587,0.0283770666811031,0.8866146993318506,0.1240220069885253,0.0828331969294713,BendWorstOCT,2026-07-09 19:04:34,spect,,,22,22,0,22,2,2,0.7471698113207714,0.7471698113207714,0.0,74.58418798446655,36931.0,819376402,0.044213976,True,False,Baseline,False,3,0.01,64,23560093[].aqua,3600,1,0,0,0.05,-1,-1,0,-1,inf,True,False,False,1,False,False,True,False,0,Chain,False,False,False,False,False,0.148596,79,77
79.7752808988764,79.71698113207547,2.6,3,5,0.7860074906367042,0.0054512023925781,2452,0.2954542636871338,0,0,0,0,0,0.992,0.0,0.0,0.9049056603773612,0.0813817977905273,0.0344315940443291,0.8944007916279372,0.1234219074249267,0.0753274741158653,BendWorstOCT,2026-07-09 19:04:34,spect,,,22,22,0,22,2,2,0.7571698113207571,0.7571698113207571,0.0,88.69079494476318,38827.0,1058576568,0.045128512,True,False,Baseline,False,3,0.008,65,23560093[].aqua,3600,1,0,0,0.05,-1,-1,0,-1,inf,True,False,False,1,False,False,True,False,0,Chain,False,False,False,False,False,0.157332,94,91
80.52434456928839,78.18181818181819,2.25,3,4,0.7540074906367041,0.0113811492919921,2576,0.3396732807159424,0,0,0,0,0,0.96,0.0,0.0,0.8802194891201564,0.0459640026092529,0.0216541427944837,0.8166040662271726,0.1398341655731201,0.1003843688307541,BendWorstOCT,2026-07-09 19:05:22,spect,,,22,22,0,22,2,2,0.6218181818181819,0.6218181818181818,0.0,46.68113613128662,11364.0,-92309215,0.03690216,True,False,Baseline,False,4,0.04,77,23560093[].aqua,3600,1,0,0,0.05,-1,-1,0,-1,inf,True,False,False,1,False,False,True,False,0,Chain,False,False,False,False,False,0.14706,53,50
79.7752808988764,79.71698113207547,2.6,3,5,0.7924794007490636,0.0054092407226562,2299,0.2619590759277344,0,0,0,0,0,0.994,0.0,0.0,0.9760000000000044,0.043198823928833,0.0064443992047117,0.9273347639485016,0.0732350349426269,0.0354678980791735,BendWorstOCT,2026-07-09 19:04:34,spect,,,22,22,0,22,2,2,0.7671698113207576,0.7671698113207576,0.0,101.61816692352296,72251.0,103375281,0.04180204,True,False,Baseline,False,3,0.006,66,23560093[].aqua,3600,1,0,0,0.05,-1,-1,0,-1,inf,True,False,False,1,False,False,True,False,0,Chain,False,False,False,False,False,0.15214,106,104
50.4,48.61111111111112,2.857142857142857,3,7,0.6576,0.0055019855499267,8087,1.0455706119537354,0,0,0,0,0,0.992,0.0,0.0,0.9798280379242972,0.062424898147583,0.0163934788789252,0.9798280379242972,0.0803511142730712,0.0413689209189198,BendWorstOCT,2026-07-09 18:57:40,balance-scale,,,4,4,0,20,3,2,0.4301111111111098,0.4301111111111098,0.0,653.5718829631805,71344.0,1064018405,0.074585096,True,False,Baseline,False,3,0.008,35,23560093[].aqua,3600,1,0,0,0.05,-1,-1,0,-1,inf,True,False,False,1,False,False,True,False,0,Chain,False,False,False,False,False,0.183988,659,651
50.4,48.61111111111112,2.857142857142857,3,7,0.6719999999999999,0.0055475234985351,7562,1.0473005771636963,0,0,0,0,0,0.996,0.0,0.0,0.9893846153846148,0.059100866317749,0.0122007889640653,0.9893846153846148,0.0777809619903564,0.0337121779704545,BendWorstOCT,2026-07-09 18:57:40,balance-scale,,,4,4,0,20,3,2,0.4581111111111101,0.4581111111111101,0.0,660.2991409301758,65083.0,-582524159,0.094278616,True,False,Baseline,False,3,0.004,37,23560093[].aqua,3600,1,0,0,0.05,-1,-1,0,-1,inf,True,False,False,1,False,False,True,False,0,Chain,False,False,False,False,False,0.195712,665,659
50.4,48.61111111111112,2.857142857142857,3,7,0.6896,0.0057353973388671,7526,1.1997065544128418,0,0,0,0,0,0.9992,0.0,0.0,0.997919999999997,0.0657718181610107,0.0154702645049999,0.997919999999997,0.0837678909301757,0.0373731557771474,BendWorstOCT,2026-07-09 18:58:02,balance-scale,,,4,4,0,20,3,2,0.4805114584813832,0.4805114584813832,0.0,662.1725168228149,65131.0,-846194309,0.074234304,True,False,Baseline,False,3,0.0008,40,23560093[].aqua,3600,1,0,0,0.05,-1,-1,0,-1,inf,True,False,False,1,False,False,True,False,0,Chain,False,False,False,False,False,0.190684,667,661
79.7752808988764,79.71698113207547,2.6,3,5,0.8004794007490637,0.0054099559783935,2247,0.2923753261566162,0,0,0,0,0,0.996,0.0,0.0,0.9840000000000044,0.0572428703308105,0.0101725945460097,0.9175846066779924,0.0925860404968261,0.047712432180627,BendWorstOCT,2026-07-09 19:04:34,spect,,,22,22,0,22,2,2,0.7771698113207579,0.7771698113207579,0.0,276.5643668174744,198868.0,-964547661,0.049752536,True,False,Baseline,False,3,0.004,67,23560093[].aqua,3600,1,0,0,0.05,-1,-1,0,-1,inf,True,False,False,1,False,False,True,False,0,Chain,False,False,False,False,False,0.169296,281,278
50.4,48.61111111111112,2.857142857142857,3,7,0.6516,0.0057106018066406,7806,1.08733868598938,0,0,0,0,0,0.99,0.0,0.0,0.974392639527492,0.0665309429168701,0.0189970335643301,0.974392639527492,0.0884089469909668,0.0484834930494935,BendWorstOCT,2026-07-09 18:57:40,balance-scale,,,4,4,0,20,3,2,0.4161111113943689,0.4161111113943689,0.0,713.6789350509644,74185.0,-1749474256,0.074027656,True,False,Baseline,False,3,0.01,34,23560093[].aqua,3600,1,0,0,0.05,-1,-1,0,-1,inf,True,False,False,1,False,False,True,False,0,Chain,False,False,False,False,False,0.18304,719,712
50.4,48.61111111111112,2.857142857142857,3,7,0.6938,0.3338396549224853,7722,1.374424934387207,0,0,0,0,0,0.9999,0.12,0.0,0.9997399999999972,0.5692329406738281,0.0193418506190973,0.9997399999999972,0.6554470062255859,0.0335364609603503,BendWorstOCT,2026-07-09 18:59:44,balance-scale,,,4,4,0,20,3,2,0.4854114583333466,0.4854114583333466,0.0,600.4234409332275,44335.0,496721621,0.092050976,True,False,Baseline,False,3,0.0001,44,23560093[].aqua,3600,1,0,0,0.05,-1,-1,0,-1,inf,True,False,False,1,False,False,True,False,0,Chain,False,False,False,False,False,0.18276,688,598
50.4,48.61111111111112,2.857142857142857,3,7,0.6932,0.0053687095642089,7369,1.0863430500030518,0,0,0,0,0,0.9998,0.0,0.0,0.999479999999997,0.0645320415496826,0.0185678785444414,0.999479999999997,0.0776679515838623,0.0350862275110154,BendWorstOCT,2026-07-09 18:58:02,balance-scale,,,4,4,0,20,3,2,0.4847111111111097,0.4847111111111097,0.0,781.0889978408813,85890.0,37653454,0.074980424,True,False,Baseline,False,3,0.0002,43,23560093[].aqua,3600,1,0,0,0.05,-1,-1,0,-1,inf,True,False,False,1,False,False,True,False,0,Chain,False,False,False,False,False,0.19352,786,778
50.4,48.61111111111112,2.857142857142857,3,7,0.6639999999999999,0.0055084228515625,7807,1.1974506378173828,0,0,0,0,0,0.994,0.0,0.0,0.9841795606494752,0.0607781410217285,0.0139823308908926,0.9841795606494752,0.0768730640411377,0.0335042048122836,BendWorstOCT,2026-07-09 18:57:40,balance-scale,,,4,4,0,20,3,2,0.4441111113999323,0.4441111113999323,0.0,808.6616499423981,94952.0,-892394232,0.092956384,True,False,Baseline,False,3,0.006,36,23560093[].aqua,3600,1,0,0,0.05,-1,-1,0,-1,inf,True,False,False,1,False,False,True,False,0,Chain,False,False,False,False,False,0.198408,815,806
50.4,48.61111111111112,2.857142857142857,3,7,0.6908,0.0057814121246337,7885,1.7086966037750244,0,0,0,0,0,0.9994,0.0,0.0,0.998439999999997,0.0684020519256591,0.0158453710538733,0.998439999999997,0.0871520042419433,0.0382186807030223,BendWorstOCT,2026-07-09 18:58:04,balance-scale,,,4,4,0,20,3,2,0.48191111111111,0.48191111111111,0.0,794.0466449260712,73311.0,269294114,0.08919596,True,False,Baseline,False,3,0.0006,41,23560093[].aqua,3600,1,0,0,0.05,-1,-1,0,-1,inf,True,False,False,1,False,False,True,False,0,Chain,False,False,False,False,False,0.191668,801,789
50.4,48.61111111111112,2.857142857142857,3,7,0.6824,0.0056183338165283,7659,1.1562705039978027,0,0,0,0,0,0.998,0.0,0.0,0.994799999999997,0.0638551712036132,0.0172861516290879,0.994799999999997,0.0796849727630615,0.0378195047831681,BendWorstOCT,2026-07-09 18:57:40,balance-scale,,,4,4,0,20,3,2,0.4721111111111097,0.4721111111111097,0.0,833.1520550251007,105216.0,-1348174344,0.082433048,True,False,Baseline,False,3,0.002,38,23560093[].aqua,3600,1,0,0,0.05,-1,-1,0,-1,inf,True,False,False,1,False,False,True,False,0,Chain,False,False,False,False,False,0.203316,838,831
50.4,48.61111111111112,2.857142857142857,3,7,0.6920000000000001,0.0054905414581298,7475,1.4099998474121094,0,0,0,0,0,0.9996,0.0,0.0,0.998959999999997,0.0721549987792968,0.0154481278722412,0.998959999999997,0.0898969173431396,0.0378064991876404,BendWorstOCT,2026-07-09 18:58:03,balance-scale,,,4,4,0,20,3,2,0.4833111117044344,0.4833111117044344,0.0,855.1249148845673,89266.0,-1934787565,0.073317848,True,False,Baseline,False,3,0.0004,42,23560093[].aqua,3600,1,0,0,0.05,-1,-1,0,-1,inf,True,False,False,1,False,False,True,False,0,Chain,False,False,False,False,False,0.18148,861,853
